TIMESTAMP_START,H_CORR,LE_CORR,H_F_MDS_QC,LE_F_MDS_QC,G_F_MDS,G_F_MDS_QC,GPP_NT_VUT_REF,GPP_DT_VUT_REF,NEE_VUT_REF,NEE_VUT_REF_QC,TA_F,TA_F_QC,SW_IN_F,SW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,NETRAD,USTAR,RH,PPFD_IN,PPFD_OUT,SWC_F_MDS_1,SWC_F_MDS_1_QC,SWC_F_MDS_2,SWC_F_MDS_2_QC,SWC,CO2_F_MDS,CO2_F_MDS_QC,SW_IN_POT,fPAR,Es,Delta,r,Density,L,ksi,Ra,Ga,Rs,Gs,VPD_leaf,lai
2012-06-06 16:00:00,-3.4819,107.603,1,0,24.3505,0.0,11.7356,13.546,1.54359,0,17.567,0,232.585,0,0.6837000000000001,0,90.104,0,0.0,0,3.4,0,137.407,0.31393000000000004,0.65971,416.995,14.4557,28.615,0,25.639,0,28.615,377.251,0,791.159,0.96533363709397,1.978866929489417,0.1248421762942316,0.0596046273342651,1.0738189467936297,698.641270696445,0.0033477971630109997,28.538974238487878,0.0350398017687472,103.86137822168716,9.62821808377651,0.6129807878649208,0.6
2012-06-06 16:00:30,-18.9549,67.666,0,0,17.2095,0.0,8.77512,7.301639999999999,3.99287,0,16.524,0,106.43299999999999,0,0.5996,0,90.131,0,0.0,0,2.214,0,51.01,0.21718,0.6811699999999999,193.899,7.0689600000000015,28.596999999999998,0,25.61,0,28.596999999999998,378.074,0,692.59,0.9635430817074868,1.8523420368126853,0.1178223739848373,0.0595628782695358,1.078208791353283,42.51292179861372,0.0550164318293519,43.826789706801634,0.0228170944458842,97.16334440149281,10.291947093420921,0.358893220334568,0.6
2012-06-06 17:00:00,-15.0472,39.1535,0,0,13.3064,0.0,7.1402,5.44054,5.5202,0,16.282,0,75.9,0,0.5888,0,90.15700000000001,0,0.0,0,1.2329999999999999,0,27.9108,0.15077000000000002,0.68203,140.166,5.2630099999999995,28.596,0,25.596,0,28.596,378.901,0,588.624,0.9624515931110256,1.8240193827974958,0.1162423971720602,0.0595662425128648,1.0795038888896469,17.92381480526527,0.1304917111346701,78.69627932754159,0.0127070810531956,153.01049433743663,6.535499439631134,0.3266534807648165,0.6
2012-06-06 17:00:30,-27.318,41.9016,0,0,9.20523,0.0,5.5683099999999985,3.19746,6.88675,0,15.845,0,42.395,0,0.5684,0,90.191,0,0.0,0,1.879,0,8.6673,0.16008,0.6843699999999999,78.1092,2.60506,28.586,0,25.56900000000001,0,28.586,377.719,0,481.04,0.9666484869900088,1.7738349353191585,0.1134348367572932,0.0595637609757398,1.0816831499400024,11.822880493046725,0.1978290540427571,51.640506871132935,0.0193646433892576,119.65638896329392,8.357263733796634,0.2728148675270327,0.6
2012-06-06 18:00:00,-23.2156,21.9523,0,0,15.36,0.0,4.83598,1.16907,7.26633,0,15.112,0,14.832,0,0.4461000000000001,0,90.257,0,0.0,0,0.873,0,-3.4867,0.16914,0.7403799999999999,31.2594,1.1696600000000001,28.574,0,25.544,0,28.574,380.561,0,371.67800000000005,0.9625821352937036,1.6923721546886406,0.1088548613976278,0.0595655232014093,1.0850529679484844,16.419804472591355,0.1424444041282104,111.1483532770433,0.0089969843953283,28.08624379267287,35.604618666056005,0.033445462001499005,0.6
2012-06-06 18:00:30,,,0,0,,0.0,,,,0,,0,,0,,0,,0,0.1,0,,0,,,,,,28.585,0,25.534000000000002,0,28.585,,0,,,,,,,,,,,,,,0.6
2012-06-06 19:00:00,,,1,1,,0.0,,,,1,,0,,0,,0,,0,0.0,0,,0,,,,,,28.576,0,25.531999999999996,0,28.576,,0,,,,,,,,,,,,,,0.6
2012-06-06 19:00:30,,,0,1,,0.0,,,,0,,0,,0,,0,,0,0.0,0,,0,,,,,,28.576999999999998,0,25.535,0,28.576999999999998,,1,,,,,,,,,,,,,,0.6
2012-06-06 20:00:00,,,1,1,,0.0,,,,1,,0,,0,,0,,0,0.0,0,,0,,,,,,28.583000000000002,0,25.521,0,28.583000000000002,,1,,,,,,,,,,,,,,0.6
2012-06-06 20:00:30,,,0,1,,0.0,,,,1,,0,,0,,0,,0,0.0,0,,0,,,,,,28.581999999999997,0,25.521,0,28.581999999999997,,1,,,,,,,,,,,,,,0.6
2012-06-06 21:00:00,,,1,0,,0.0,,,,0,,0,,0,,0,,0,0.0,0,,0,,,,,,28.589000000000002,0,25.525,0,28.589000000000002,,1,,,,,,,,,,,,,,0.6
2012-06-06 21:00:30,,,1,1,,0.0,,,,1,,0,,0,,0,,0,0.0,0,,0,,,,,,28.587,0,25.51,0,28.587,,1,,,,,,,,,,,,,,0.6
2012-06-06 22:00:00,,,1,1,,0.0,,,,1,,0,,0,,0,,0,0.0,0,,0,,,,,,28.588,0,25.506999999999998,0,28.588,,1,,,,,,,,,,,,,,0.6
2012-06-06 22:00:30,,,0,1,,0.0,,,,1,,0,,0,,0,,0,0.0,0,,0,,,,,,28.592,0,25.5,0,28.592,,1,,,,,,,,,,,,,,0.6
2012-06-06 23:00:00,,,0,0,,0.0,,,,0,,0,,0,,0,,0,0.0,0,,0,,,,,,28.595,0,25.495,0,28.595,,1,,,,,,,,,,,,,,0.6
2012-06-06 23:00:30,,,1,1,,0.0,,,,1,,0,,0,,0,,0,0.0,0,,0,,,,,,28.590999999999998,0,25.496,0,28.590999999999998,,1,,,,,,,,,,,,,,0.6
