"","Site","Lat","Lon","Datetime","PFT","Climate","Tair","SW","RH","VPD","WS","Ca","SWC","LAI","flag_rain","flag_daytime","flag_GS","flag_peak","Gs"
"867515","AU-How",-12.4943,131.1523,"2012-08-18 13:00:00","WSA","Tropical",30.19,924,28,3.0893,2.9,381.9,0.063,0.99470234,0,1,1,0,0.0829133039586249
"890668","AU-Gin",-31.3764,115.7138,"2014-08-15 10:30:00","WSA","Temperate",20.44,623,44,1.3459,2.89,382.9,0.048,0.91822767,0,1,1,0,0.145863734760223
"417055","IT-Ren",46.5869,11.4337,"2011-03-07 10:00:00","ENF","Continental",-2.8,411.496,70.5,0.1467,1.16,410.27,0.18,0.52085221,0,1,1,0,0.181006494982181
"934974","AU-DaS",-14.1593,131.3881,"2011-06-20 11:00:00","SAV","Tropical",21.67,642,40,1.5552,2.61,386.1,0.031,0.96947479,0,1,1,0,0.0811177980301844
"765332","BE-Vie",50.3049,5.9981,"2001-08-26 17:00:00","MF","Temperate",28.5,282,38.028,2.4122,2.097,368.64,0.217,4.5695128,0,1,1,1,0.099036227079332
"83466","US-Ton",38.4309,-120.966,"2006-06-29 09:30:00","WSA","Temperate",26.21,823.657,42.9,1.943,2.368,382.124,0.083,1.1820017,0,1,1,1,0.127665833005086
"924259","AU-DaS",-14.1593,131.3881,"2008-04-01 09:00:00","SAV","Tropical",24.11,596,49,1.5323,1.55,393.3,0.069,1.3416928,0,1,1,0,0.355492659224307
"694959","CA-TP4",42.7102,-80.3574,"2010-11-07 11:30:00","ENF","Continental",7.25,389,66.36,0.343,3.987,395.69,0.098,1.1341128,0,1,1,0,0.432731902412622
"535878","ES-LJu",36.9266,-2.7521,"2007-03-01 13:00:00","OSH","Arid",13.51,667.817,48.6,0.7962,2.28,386.567,0.30754,0.40000001,0,1,1,0,0.0962851017280143
"307378","US-ARM",36.6058,-97.4888,"2007-09-21 10:00:00","CRO","Temperate",28.03,673.1,56.38,1.659,7.019,367.488,0.19,1.008804,0,1,1,0,0.198755331948716
"463553","IT-Lav",45.9562,11.2813,"2005-10-10 12:30:00","ENF","Temperate",9.201,349.013,81.312,0.2176,1.146,375.322,0.37967,2.1481838,0,1,1,1,0.617796303311951
"551566","ES-LJu",36.9266,-2.7521,"2013-06-17 08:30:00","OSH","Arid",21.26,445.734,38.3872,1.5574,5.494,387.182,0.12998,0.6909821,0,1,1,1,0.0664470566260791
"864586","AU-How",-12.4943,131.1523,"2011-09-24 16:30:00","WSA","Tropical",30.61,344,42,2.5491,2.36,358.6,0.06,1.5967716,0,1,1,0,0.0910483324290765
"262962","US-Goo",34.2547,-89.8735,"2005-09-12 14:30:00","GRA","Temperate",31.5,563,39.8,2.795,2.52,-9999,0.41,2.8939986,0,1,1,1,0.0833953080736226
"630466","DE-Gri",50.95,13.5126,"2011-11-22 12:30:00","GRA","Continental",12.65,316.83,58.83,0.6028,1.5,391,0.3821,3.0413811,0,1,1,0,0.363335129859164
"805916","AU-Wac",-37.4259,145.1878,"2007-08-15 08:30:00","EBF","Temperate",5.89,289,58,0.3899,3.61,384.7,0.333,2.2537909,0,1,1,0,0.46030742076877
"159917","US-SRC",31.9083,-110.8395,"2011-01-17 12:00:00","OSH","Arid",20.3,683,18.184,1.949,1.56,391,0.09,0.2,0,1,1,0,0.0196026315155388
"326292","US-AR2",36.6358,-99.5975,"2012-02-22 09:00:00","GRA","Temperate",7.281,330.34,55.111,0.461,2.635,389.438,0.12521,0.32448021,0,1,1,0,0.268332823359016
"827208","AU-Tum",-35.6566,148.1517,"2014-06-11 12:00:00","EBF","Temperate",8.21,419,73,0.2939,1.22,367.8,0.33,3.8237696,0,1,1,0,1.07160854966788
"233727","US-Lin",36.3566,-119.0922,"2010-04-23 15:00:00","CRO","Arid",19.43,652.543,43.22,1.2815,1.57,385.27,0.25,1.6832186,0,1,1,0,0.137429384453775
"590117","DE-Seh",50.8706,6.4497,"2009-06-19 13:00:00","CRO","Temperate",17.98,536.7,58.1,0.864,3.002,367.209,0.2544,2.1571825,0,1,1,1,0.487124701284486
"173675","US-Oho",41.5545,-83.8438,"2010-05-16 09:00:00","DBF","Continental",13.577,606.084,65.884,0.531,2.933,389.48,0.18863,3.3287768,0,1,1,0,0.273657833875423
"810412","AU-Tum",-35.6566,148.1517,"2003-06-25 13:00:00","EBF","Temperate",3.59,492,68,0.2529,3.34,349.6,0.26,2.3370202,0,1,1,0,0.421569557898412
"535765","ES-LJu",36.9266,-2.7521,"2007-01-07 16:30:00","OSH","Arid",8.011,247.328,63.7021,0.3898,1.183,377.5,0.34197,0.29999998,0,1,1,0,0.0419026824676286
"698475","CA-TP4",42.7102,-80.3574,"2013-07-18 16:00:00","ENF","Continental",32.131,572.8,56.74,2.073,3.481,374.564,0.0579999999999999,4.8661928,0,1,1,1,0.188541639920469
"153133","US-SRC",31.9083,-110.8395,"2008-07-18 17:30:00","OSH","Arid",34.816,222.666,32.71,3.748,3.695,370.342,0.10614,0.45343906,0,1,1,1,0.0130032929768536
"317182","US-ARc",35.5465,-98.04,"2006-09-15 08:00:00","GRA","Temperate",21.83,361.7,70.4,0.778,7.537,357.085,0.1701,1.0751756,0,1,1,0,0.150801829631358
"276738","US-CRT",41.6285,-83.3471,"2013-04-22 15:30:00","CRO","Continental",12.536,651.688,38.593,0.892,4.324,395.369,0.545,0.49935231,0,1,1,1,0.547011375071995
"39693","US-WCr",45.8059,-90.0799,"2006-07-19 13:00:00","DBF","Continental",21.869,313.811,93.333,0.176,3.493,374.218,0.20342,4.6590824,0,1,1,1,3.56459648240411
"67616","US-Tw2",38.1047,-121.6433,"2012-07-19 08:30:00","CRO","Temperate",17,524.184,70.3,0.576,3.672,346.685,0.28712,1.41751,0,1,1,1,0.474009124348912
"569573","DE-Tha",50.9626,13.5651,"2004-04-12 13:30:00","ENF","Continental",7.15,504.46,59.73,0.4077,2.06,374.374,0.1497,1.3245207,0,1,1,0,0.228891840025583
"104897","US-Ton",38.4309,-120.966,"2012-10-17 11:00:00","WSA","Temperate",23.34,663.22,41.77,1.67,2.388,383.029,0.062,0.84366751,0,1,1,0,0.0188216216068362
"983516","AT-Neu",47.1167,11.3175,"2009-06-12 13:00:00","GRA","Continental",19.829,951.311,27.988,1.6666,2.562,480.978,0.17699,2.1346707,0,1,1,0,0.257259510350237
"18857","US-Wkg",31.7365,-109.9419,"2012-04-20 14:00:00","GRA","Arid",27.23,911,11.71,3.191,2.976,396.876,0.07,0.2,0,1,1,0,0.0083283150896434
"911685","AU-Dry",-15.2588,132.3706,"2010-10-25 12:30:00","SAV","Tropical",37.18,771,26,4.6902,2.53,388,0.05,1.1038241,0,1,1,0,0.0148428768581429
"234652","US-Lin",36.3566,-119.0922,"2010-06-16 14:30:00","CRO","Arid",27.27,810.134,27.64,2.6208,2.4,380.54,0.12,1.0069124,0,1,1,0,0.0643916946389252
"65760","US-Tw3",38.1152,-121.6469,"2014-05-07 16:00:00","CRO","Temperate",21.37,388.823,32.85,1.708,5.538,397.275,0.16365,1.5888988,0,1,1,0,0.076787816611194
"229254","US-Me2",44.4523,-121.5574,"2014-01-31 08:30:00","ENF","Temperate",-2.247,159.87,77.203,0.119,6.071,401.412,0.27,2.4648478,0,1,1,0,0.283272785830135
"209519","US-Me5",44.4372,-121.5668,"2001-07-03 16:00:00","ENF","Temperate",30.73,548.8,14.54,3.869,1.471,357.22,0.07687,1.3678743,0,1,1,1,0.0582960932173642
"187210","US-NR1",40.0329,-105.5464,"2011-08-08 17:00:00","ENF","Continental",17.49,306.47,21.44,1.57,3.65,386.11,0.072,3.0153253,0,1,1,1,0.143595463318429
"488058","IT-Cpz",41.7052,12.3761,"2005-05-08 12:00:00","EBF","Temperate",21.41,725,64.22,0.9128,2.908,373.86,0.1652,2.8777814,0,1,1,0,0.273611430547057
"738143","CA-SF1",54.485,-105.8176,"2003-09-03 16:30:00","ENF","Continental",24.7,411.1,32,2.125,3.29,356.883,0.2,2.0396788,0,1,1,1,0.0968625168596822
"629210","DE-Gri",50.95,13.5126,"2011-04-25 09:00:00","GRA","Continental",11.26,257.73,60.01,0.5343,2.3,404.5,0.3254,5.4986086,0,1,1,0,0.455704588588053
"608814","DE-Kli",50.8931,13.5224,"2010-05-18 15:00:00","CRO","Continental",7.827,285.767,65.9333,0.3613,5.098,388.915,0.37557,0.81550491,0,1,1,1,0.359178739048924
"571010","DE-Tha",50.9626,13.5651,"2004-10-23 13:30:00","ENF","Continental",17.06,190.53,59.44,0.7892,6.09,378.733,0.0683,1.5566604,0,1,1,0,0.131461807814783
"734945","CA-SF2",54.2539,-105.8775,"2003-08-26 14:00:00","ENF","Continental",21.2,811,38.1,1.565,1.92,354.323,0.07,2.2332458,0,1,1,1,0.121314338103567
"860097","AU-How",-12.4943,131.1523,"2010-07-14 11:00:00","WSA","Tropical",27.73,753,58,1.5632,3.07,364.4,0.06,1.4344856,0,1,1,0,0.204596022945538
"192357","US-NR1",40.0329,-105.5464,"2014-10-26 09:30:00","ENF","Continental",7.7,622.63,48.94,0.537,10.34,395.61,0.092,1.3411967,0,1,1,0,0.0978869446201715
"229056","US-Me2",44.4523,-121.5574,"2013-08-29 14:00:00","ENF","Temperate",21.033,756.77,47.9,1.304,5.407,393.839,0.094,2.591846,0,1,1,0,0.0804210854691508
"41402","US-WCr",45.8059,-90.0799,"2011-09-08 11:00:00","DBF","Continental",23.002,766.436,73.636,0.744,1.618,377.189,0.27844,5.4034805,0,1,1,0,1.00346469046448
"730273","CA-SF3",54.0916,-106.0053,"2004-04-10 17:30:00","OSH","Continental",3.8,277.4,32.8,0.542,2.63,376.501,0.23,0.32820079,0,1,1,0,0.0513062533966758
"786960","AU-Ync",-34.9893,146.2907,"2013-04-08 10:30:00","GRA","Arid",24.73,716,35,2.0267,1.99,364.5,0.093,0.2,0,1,1,0,0.0170072122487573
"756890","CA-Gro",48.2167,-82.1556,"2009-06-05 14:30:00","MF","Continental",17.405,88.347,44.139,1.111,7.39,390.148,0.48472,2.1220303,0,1,1,1,0.0894860458656743
"85205","US-Ton",38.4309,-120.966,"2006-12-01 11:30:00","WSA","Temperate",10.76,512.922,48.29,0.668,2.231,397.042,0.107,0.48490173,0,1,1,0,0.149717000292205
"319760","US-ARb",35.5497,-98.0402,"2006-06-09 09:30:00","GRA","Temperate",30.86,768,47.9,2.333,5.141,350.076,0.18755,1.2428501,0,1,1,1,0.211999715729169
"670283","CH-Dav",46.8153,9.8559,"2010-03-23 16:00:00","ENF","Arctic",9,376.97,47.3333,0.6048,1.782,394.944,0.2583,0.1465165,0,1,1,0,0.0542929573476354
"243096","US-KS2",28.6086,-80.6715,"2006-02-08 09:30:00","CSH","Temperate",13.61,500.4,66.13,0.528,3.046,383.417,0.069,1.529869,0,1,1,0,0.417185709992997
"245494","US-KS2",28.6086,-80.6715,"2006-09-06 07:30:00","CSH","Temperate",25.36,172,87.8,0.397,1.858,391.792,0.08201,3.0218856,0,1,1,1,0.724470334485408
"937670","AU-DaS",-14.1593,131.3881,"2013-01-16 11:30:00","SAV","Tropical",32.3,915,58,2.0316,2.46,336,0.042,1.6122607,0,1,1,1,0.284521975155731
"487773","IT-Cpz",41.7052,12.3761,"2004-11-03 11:30:00","EBF","Temperate",22.87,364.2,64.28,0.9959,1.881,384.339,0.1481,2.8095353,0,1,1,0,0.549860754616907
"669853","CH-Dav",46.8153,9.8559,"2009-09-12 14:30:00","ENF","Arctic",12.1,558.133,66.9,0.4675,4.276,354.847,0.2533,2.0265641,0,1,1,0,0.693029698554727
"592209","DE-Obe",50.7867,13.7213,"2010-06-11 12:00:00","ENF","Continental",21.52,873.306,55.0539,1.1543,5.07,367.069,0.3876,2.9290745,0,1,1,1,0.217448754868816
"742555","CA-SF1",54.485,-105.8176,"2006-09-04 14:30:00","ENF","Continental",27.5,629.1,31.1,2.54,1.33,359.253,0.23,1.3574185,0,1,1,0,0.196570219628622
"381022","IT-Tor",45.8444,7.5781,"2012-06-05 07:00:00","GRA","Continental",5.358,424,59.25,0.3646,1.28,392.378,0.33174,1.3720226,0,1,1,1,0.481010495161865
"665036","CH-Dav",46.8153,9.8559,"2007-03-26 15:00:00","ENF","Arctic",5.867,680.227,35.6333,0.5966,2.563,385.701,0.27893,0.37133351,0,1,1,0,0.0993988919559392
"849311","AU-Lox",-34.4704,140.6551,"2008-12-20 07:30:00","DBF","Arid",16.55,578,53,0.8853,3.5,368,0.119,1.4278007,0,1,1,1,0.966113793767556
"386982","IT-SRo",43.7279,10.2844,"2003-07-08 10:00:00","ENF","Temperate",25.33,823.238,72.29,0.8954,2.223,326.292,0.07053,2.5715873,0,1,1,0,0.206453229659402
"851227","AU-How",-12.4943,131.1523,"2006-03-02 18:00:00","WSA","Tropical",31.65,205,61,1.8185,2.91,361.3,0.129,2.2596314,0,1,1,1,0.156844768970588
"985972","AT-Neu",47.1167,11.3175,"2011-05-02 09:00:00","GRA","Continental",13.74,681.21,58.08,0.6591,0.2,522.239,0.17,2.260278,0,1,1,1,0.0990848744912344
"115715","US-Syv",46.242,-89.3477,"2006-07-02 14:30:00","MF","Continental",25.311,798.262,34.283,2.129,4.197,368.312,0.206,4.7775326,0,1,1,1,0.204396298058824
"736336","CA-SF2",54.2539,-105.8775,"2004-07-24 13:00:00","ENF","Continental",28.3,775,32.201,2.619,3.03,352.549,0.12,3.1972458,0,1,1,1,0.212942808060177
"708043","CA-TP3",42.7068,-80.3483,"2010-09-21 13:00:00","ENF","Continental",22.77,792.48,58.46,1.151,4.29,392.432,0.07,3.3308861,0,1,1,0,0.218182506814224
"348657","NL-Loo",52.1666,5.7436,"2002-08-14 09:30:00","ENF","Temperate",19.29,280.9,86.1,0.3111,0.782,387.19,0.08513,2.4990861,0,1,1,1,0.322166356812327
"757487","CA-Gro",48.2167,-82.1556,"2010-04-24 11:00:00","MF","Continental",13.495,760.923,31.332,1.062,3.751,393.559,0.51106,1.5729538,0,1,1,0,0.159095763774499
"124717","US-SRM",31.8214,-110.8661,"2008-09-25 09:00:00","WSA","Arid",26.5,619.9,29.727,2.433,6.741,373.414,0.0335,0.67373246,0,1,1,1,0.0675313870546892
"230631","US-Me1",44.5794,-121.5,"2004-06-25 18:00:00","ENF","Temperate",24.202,177.582,23.682,2.296,4.648,375.021,0.09613,0.94326007,0,1,1,1,0.010761434852002
"277177","US-CRT",41.6285,-83.3471,"2013-06-12 18:00:00","CRO","Continental",21.803,197.887,84.817,0.397,3.168,376.74,0.58718,1.0959768,0,1,1,1,0.37395914406021
"454733","IT-MBo",46.0147,11.0458,"2009-09-30 16:00:00","GRA","Continental",13.845,225.233,93.83,0.0977,0.885,393.532,0.48581,1.6268941,0,1,1,0,0.0778391765721815
"414218","IT-Ren",46.5869,11.4337,"2007-07-14 11:30:00","ENF","Continental",19.9,945.95,56.6,1.0088,1.421,360.594,0.41169,3.2584519,0,1,1,1,0.69591195365959
"369687","NL-Loo",52.1666,5.7436,"2012-10-11 15:30:00","ENF","Temperate",13.26,262.7,62.19,0.5762,3.52,394.69,0.068,1.9853599,0,1,1,0,0.4567493522906
"974834","AU-Ade",-13.0769,131.1178,"2008-08-20 17:30:00","WSA","Tropical",32.05,166,24,3.6248,1.4,367.8,0.11,0.7254104,0,1,1,0,0.0269685475884675
"973392","AU-Ade",-13.0769,131.1178,"2008-04-30 14:00:00","WSA","Tropical",32.75,833,20,3.969,2.1,358.4,0.17,1.0335281,0,1,1,0,0.0852811653334932
"435956","IT-Noe",40.6062,8.1517,"2011-10-27 09:00:00","CSH","Temperate",19.02,214.22,75.1,0.548,0.673,376.432,0.19139,1.1923581,0,1,1,0,0.0922424854970661
"442652","IT-Noe",40.6062,8.1517,"2014-03-07 12:30:00","CSH","Temperate",16.58,689.61,63.9,0.6813,1.809,384.175,0.3108,1.755764,0,1,1,0,0.145339687143555
"908145","AU-Dry",-15.2588,132.3706,"2009-09-08 12:30:00","SAV","Tropical",36.56,943,29,4.3505,1.78,404.4,0.04,1.1735365,0,1,1,0,0.0200961862251081
"247777","US-IB2",41.8406,-88.241,"2005-09-12 11:00:00","GRA","Continental",30.5,702,36.2,2.798,3.72,357.571,0.141,1.2614782,0,1,1,0,0.0659120763862653
"651627","CN-Cng",44.5934,123.5092,"2009-05-07 15:00:00","GRA","Continental",24.37,516.853,9.79,2.7518,5.189,331.686,0.78,0.288118,0,1,1,0,0.0667109466759866
"927758","AU-DaS",-14.1593,131.3881,"2009-05-02 10:00:00","SAV","Tropical",27.19,672,28,2.5965,3.12,377.6,0.031,1.0869528,0,1,1,0,0.0888534109621096
"4248","ZM-Mon",-15.4391,23.2525,"2009-04-28 11:00:00","DBF","Tropical",28.593,883.41,31.0267,2.6993,3.387,379.578,0.0562,1.3261883,0,1,1,0,0.151847632904507
"837456","AU-Stp",-17.1507,133.3502,"2013-05-15 13:30:00","GRA","Arid",27.56,608,33,2.469,2.48,381.1,0.053,0.35428911,0,1,1,0,0.0106013943113463
"394369","IT-SRo",43.7279,10.2844,"2006-09-29 14:00:00","ENF","Temperate",23.2,509.6,75.5712,0.6948,2.326,392.37,0.19142,3.4980581,0,1,1,0,0.457920994745316
"582454","DE-Tha",50.9626,13.5651,"2011-07-12 13:00:00","ENF","Continental",22.75,811.31,42.21,1.5996,2.55,374.92,0.2317,3.0750604,0,1,1,0,0.284080801056066
"5444","US-Wkg",31.7365,-109.9419,"2004-08-17 13:00:00","GRA","Arid",25.103,702.982,43.82,1.791,4.877,353.29,0.09,0.51742882,0,1,1,1,0.053031377977752
"597909","DE-Lnf",51.3282,10.3678,"2002-09-30 11:30:00","DBF","Continental",12.72,581.75,71.51,0.4191,2.57,367.74,0.3358,3.9952779,0,1,1,0,0.697196998680165
"312445","US-ARM",36.6058,-97.4888,"2012-01-03 12:30:00","CRO","Temperate",11.18,596.5,37.93,0.828,9.472,391.085,0.15479,0.57685244,0,1,1,0,0.909291043409444
"633620","DE-Gri",50.95,13.5126,"2013-10-03 09:30:00","GRA","Continental",7.8,518.38,50.74,0.5215,5.78,396.55,0.3065,4.94454,0,1,1,0,0.535176970812192
"227540","US-Me2",44.4523,-121.5574,"2012-07-03 11:30:00","ENF","Temperate",10.891,675.98,57.552,0.551,3.878,389.509,0.17,2.1358993,0,1,1,1,0.31278364803394
"126088","US-SRM",31.8214,-110.8661,"2009-06-28 10:30:00","WSA","Arid",30.57,412.4,30.289,3.057,1.104,383.225,0.0206,0.30000001,0,1,1,1,0.0054255956486449
"441871","IT-Noe",40.6062,8.1517,"2013-09-25 11:00:00","CSH","Temperate",24.76,681.79,69.2,0.9621,1.552,377.951,0.1914,1.6093483,0,1,1,0,0.048448898202175
"137556","US-SRM",31.8214,-110.8661,"2014-04-01 13:00:00","WSA","Arid",22.73,1016,5.104,2.622,7.299,400.673,0.0295,0.29389498,0,1,1,0,0.0262590755484077
"231285","US-Me1",44.5794,-121.5,"2004-11-30 12:30:00","ENF","Temperate",7.3,418.68,52.06,0.49,3.327,383.308,0.10455,0.30000001,0,1,1,0,0.083468579716476
"518971","FR-LBr",44.7171,-0.7693,"2007-04-11 14:00:00","ENF","Temperate",18.53,329.91,49.8,1.0715,3.801,374.63,0.70588,1.260504,0,1,1,0,0.249283442596963
"418136","IT-Ren",46.5869,11.4337,"2011-07-30 11:00:00","ENF","Continental",15.9,435.7,47.5,0.9488,1.13,367.07,0.22,2.1649237,0,1,1,1,0.440126382982895
"303608","US-ARM",36.6058,-97.4888,"2005-05-21 15:30:00","CRO","Temperate",37.21,582.8,24.56,4.812,6.712,373.296,0.10495,0.79692179,0,1,1,0,0.054307144138926
"369056","NL-Loo",52.1666,5.7436,"2012-07-23 10:00:00","ENF","Temperate",21.02,710,57.06,1.0695,2.81,389.07,0.083,3.8001261,0,1,1,1,0.3859970491699
"685136","CA-TP4",42.7102,-80.3574,"2005-08-17 15:30:00","ENF","Continental",26.31,584.2,57.59,1.452,1.752,364.974,0.114,4.5904751,0,1,1,1,0.254433464446375
"619736","DE-Hai",51.0792,10.4522,"2007-06-04 15:00:00","DBF","Continental",16.79,282.22,77.87,0.4233,3.05,386.38,0.39985,4.885911,0,1,1,1,0.597625722536836
"963409","AU-Cpr",-34.0021,140.5891,"2013-12-16 06:00:00","SAV","Arid",14.51,201,69,0.5124,2.36,367.8,0.032,0.52168888,0,1,1,0,0.172838058271856
"132991","US-SRM",31.8214,-110.8661,"2012-05-07 09:00:00","WSA","Arid",22.01,783,7.147,2.456,2.859,388.806,0.0263,0.40000001,0,1,1,0,0.0393975966587516
"242967","US-KS2",28.6086,-80.6715,"2006-01-26 09:00:00","CSH","Temperate",17.07,376,51.97,0.935,3.231,378.155,0.037,1.556721,0,1,1,0,0.383847250332127
"37044","US-WCr",45.8059,-90.0799,"2003-08-30 11:00:00","DBF","Continental",17.005,804.661,67.451,0.634,2.244,365.521,0.23655,5.1797686,0,1,1,1,1.04538275191175
"886787","AU-Gin",-31.3764,115.7138,"2013-06-21 12:00:00","WSA","Temperate",19.84,607,42,1.3432,4.45,380.5,0.06,0.69999999,0,1,1,0,0.230660311807971
"868233","AU-How",-12.4943,131.1523,"2012-10-17 08:00:00","WSA","Tropical",27.57,312,72,1.0324,1.74,390.2,0.071,1.9664223,0,1,1,0,0.211670253507703
"324969","US-AR2",36.6358,-99.5975,"2011-04-03 11:00:00","GRA","Temperate",32.331,861.211,17.431,4.018,10.507,359.071,0.1021,0.4874723,0,1,1,1,0.0325721839511703
"156714","US-SRC",31.9083,-110.8395,"2010-03-03 11:00:00","OSH","Arid",17.8,809,37.987,1.264,1.3,382,0.127,0.21455196,0,1,1,0,0.0767315377817776
"114805","US-Syv",46.242,-89.3477,"2005-11-03 14:00:00","MF","Continental",6.426,152.896,67.103,0.319,2.146,386.418,0.22401,0.61925572,0,1,1,0,0.192620562226362
"602700","DE-Lnf",51.3282,10.3678,"2011-04-24 12:30:00","DBF","Continental",17.42,833.12,31.74,1.3587,3.16,389.59,0.3226,2.143641,0,1,1,0,0.155620061637486
"361799","NL-Loo",52.1666,5.7436,"2009-05-13 15:00:00","ENF","Temperate",19.41,567,40.2,1.3484,4.581,374,0.051,2.2900515,0,1,1,0,0.127070740717597
"765825","BE-Vie",50.3049,5.9981,"2002-04-11 11:30:00","MF","Temperate",6.12,278,46,0.5093,3.263,384.364,0.282,1.457752,0,1,1,0,0.19045628005843
"171389","US-Oho",41.5545,-83.8438,"2007-09-03 13:30:00","DBF","Continental",28.505,789.079,49.972,1.948,2.158,355.796,0.17373,5.0056171,0,1,1,0,0.78293269525345
"366839","NL-Loo",52.1666,5.7436,"2011-06-30 14:30:00","ENF","Temperate",16.9,500.5,65.83,0.6581,2.55,383.85,0.074,2.2930632,0,1,1,0,0.567014388502179
"67196","US-Tw2",38.1047,-121.6433,"2012-06-28 18:00:00","CRO","Temperate",22.17,192.027,47.1,1.413,7.807,354.791,0.31517,0.70961535,0,1,1,0,0.0387792138059005
"489090","IT-Cpz",41.7052,12.3761,"2006-02-11 11:00:00","EBF","Temperate",10.48,522.9,42.55,0.7287,2.054,386.783,0.2169,2.11553,0,1,1,0,0.359363162654391
"455454","IT-MBo",46.0147,11.0458,"2010-06-04 17:00:00","GRA","Continental",17.032,394,58.139,0.813,2.435,383.734,0.29064,3.4688327,0,1,1,1,0.352832309736234
"638315","DE-Geb",51.0997,10.9146,"2004-04-01 15:00:00","CRO","Continental",14.53,256.47,44.43,0.9196,3.57,380.16,0.2311,0.92029452,0,1,1,1,0.108690551209317
"403679","IT-Ro2",42.3903,11.9209,"2004-09-08 10:00:00","DBF","Temperate",25.25,691.4,31.31,2.2092,2.912,372.262,0.253,1.5725602,0,1,1,0,0.0851578756037252
"325527","US-AR2",36.6358,-99.5975,"2011-05-27 14:00:00","GRA","Temperate",31.611,917.591,30.431,3.25,1.148,344.394,0.06484,0.5,0,1,1,0,0.0049832210489795
"507934","IT-CA2",42.3772,12.026,"2012-10-07 10:00:00","CRO","Temperate",21.51,211.8,77.16,0.5862,4.026,383.879,0.138,1.3113396,0,1,1,0,0.0808313519040522
"605485","DE-Lkb",49.0996,13.3047,"2011-09-15 11:30:00","ENF","Continental",10.83,594.23,62.55,0.4862,1.01,363.21,0.34,1.3739605,0,1,1,0,0.0985381921644065
"309670","US-ARM",36.6058,-97.4888,"2009-05-28 10:00:00","CRO","Temperate",21.43,900,50.96,1.257,5.487,371.075,0.18335,1.0140517,0,1,1,1,0.234863108091621
"106246","US-Ton",38.4309,-120.966,"2013-04-24 12:30:00","WSA","Temperate",26.12,936.779,20.91,2.677,2.266,371.944,0.154,1.9619741,0,1,1,1,0.206161057895954
"978587","AT-Neu",47.1167,11.3175,"2005-04-15 14:30:00","GRA","Continental",16.49,619.99,30.57,1.3029,3.05,344.41,0.45,1.2767639,0,1,1,0,0.20917768886485
"873065","AU-How",-12.4943,131.1523,"2014-05-08 10:30:00","WSA","Tropical",26.32,763,44,1.9188,2.44,361.4,0.153,1.8180962,0,1,1,0,0.324050666010074
"603565","DE-Lnf",51.3282,10.3678,"2012-05-30 14:00:00","DBF","Continental",15.94,757.46,62.55,0.6785,3.72,388.64,0.2547,4.1561141,0,1,1,0,0.593142150444661
"987252","AT-Neu",47.1167,11.3175,"2012-04-27 09:00:00","GRA","Continental",15.674,558.366,48.596,0.9157,1.033,385.293,0.31274,1.5296931,0,1,1,0,0.267424053633131
"85271","US-Ton",38.4309,-120.966,"2006-12-17 11:30:00","WSA","Temperate",7.89,454.473,63.33,0.39,1.855,388.41,0.197,0.49489018,0,1,1,0,0.356594880439028
"3658","ZM-Mon",-15.4391,23.2525,"2009-02-15 14:30:00","DBF","Tropical",26.957,957.687,63.65,1.2931,2.229,443.122,0.11773,1.3921415,0,1,1,1,0.416349284849089
"369715","NL-Loo",52.1666,5.7436,"2012-10-23 13:30:00","ENF","Temperate",16.22,223.2,83.1,0.3117,1.78,418.99,0.069,1.8078268,0,1,1,0,0.606986820580694
"55041","US-Var",38.4133,-120.9508,"2008-03-31 12:30:00","GRA","Temperate",14.522,943.38,40.636,0.982,1.979,377.439,0.1396,1.595494,0,1,1,1,0.308707302766109
"485090","IT-Cpz",41.7052,12.3761,"2002-08-22 08:30:00","EBF","Temperate",22.194,439.6,67.04,0.882,3.108,334.88,0.1203,4.4273815,0,1,1,1,0.334788664836053
"518137","FR-LBr",44.7171,-0.7693,"2006-09-04 11:30:00","ENF","Temperate",25.17,722.93,57.9,1.3476,1.885,413.926,0.21232,1.70705,0,1,1,0,0.146485506854814
"725166","CA-TP1",42.6609,-80.5595,"2011-07-05 16:00:00","ENF","Continental",26.41,698.36,52.18,1.647,1.549,381.172,0.078,2.7664757,0,1,1,0,0.0326249841256129
"597152","DE-Obe",50.7867,13.7213,"2014-08-21 12:00:00","ENF","Continental",13.46,449.65,46.3,0.8291,3.11,380.92,0.1892,1.595942,0,1,1,1,0.422470096582692
"658205","CH-Fru",47.1158,8.5378,"2008-02-26 14:00:00","GRA","Arctic",11.575,550.01,60.943,0.5328,1.222,359.88,0.46304,0.69833457,0,1,1,0,0.253100342949906
