"","Site","Lat","Lon","Datetime","PFT","Climate","Tair","SW","RH","VPD","WS","Ca","SWC","LAI","flag_rain","flag_daytime","flag_GS","flag_peak","Gs"
"720731","CA-TP1",42.6609,-80.5595,"2009-07-09 13:30:00","ENF","Continental",23.81,1066,54.23,1.35,1.964,374.731,0.109,2.0588999,0,1,1,1,0.0448902418266614
"764346","BE-Vie",50.3049,5.9981,"2001-05-06 14:00:00","MF","Temperate",7.53,635,45,0.5716,4.226,382.485,0.287,1.6374332,0,1,1,0,0.136110683853215
"932735","AU-DaS",-14.1593,131.3881,"2010-09-08 12:30:00","SAV","Tropical",32.49,416,35,3.178,2.51,369.6,0.035,0.93818456,0,1,1,0,0.03194722214819
"602467","DE-Lnf",51.3282,10.3678,"2010-09-22 14:00:00","DBF","Continental",18.84,551.87,53.09,1.0208,2.66,386.83,0.3548,3.3000166,0,1,1,0,0.351409158028183
"737929","CA-SF1",54.485,-105.8176,"2003-08-15 08:30:00","ENF","Continental",23.5,372.9,63.7,1.056,1.03,379.221,0.28001,2.6879685,0,1,1,1,0.344669372733763
"59049","US-Var",38.4133,-120.9508,"2011-01-25 12:30:00","GRA","Temperate",13.725,568.99,68.386,0.497,1.282,397.629,0.24345,0.70264924,0,1,1,0,0.152790267481835
"686852","CA-TP4",42.7102,-80.3574,"2006-10-08 15:00:00","ENF","Continental",18.8,393.449,79.7,0.441,1.979,389.137,0.147,1.7158312,0,1,1,0,0.531935397193726
"919768","AU-Dry",-15.2588,132.3706,"2014-01-27 07:30:00","SAV","Tropical",26.48,290,80,0.6918,0.78,396.9,0.153,1.8997729,0,1,1,1,0.200105805738264
"393483","IT-SRo",43.7279,10.2844,"2006-07-28 16:30:00","ENF","Temperate",30.18,422.4,68.6592,1.344,2.996,396.193,0.07776,3.2682583,0,1,1,0,0.104629232289119
"204785","US-MMS",39.3232,-86.4131,"2009-10-20 09:00:00","DBF","Continental",11.07,381.477,71.34,0.38,5.258,391.101,0.37816,1.7425404,0,1,1,0,0.732446650130803
"916303","AU-Dry",-15.2588,132.3706,"2012-08-30 14:30:00","SAV","Tropical",33.36,790,14,4.4152,2.31,383.8,0.04,1.0180252,0,1,1,0,0.0378273991127691
"516645","FR-LBr",44.7171,-0.7693,"2006-05-06 12:30:00","ENF","Temperate",15.59,255.32,85.6,0.2551,3.276,351.057,0.59099,1.3633634,0,1,1,1,0.377282780146741
"640761","DE-Geb",51.0997,10.9146,"2006-09-06 10:00:00","CRO","Continental",21.92,446.53,60.82,1.0311,2.31,365.323,0.2621,1.2269629,0,1,1,1,0.689760204387177
"20956","US-Wkg",31.7365,-109.9419,"2013-03-05 16:00:00","GRA","Arid",19.13,282.9,15.617,1.869,4.101,387.845,0.13,0.2,0,1,1,0,0.0164062901879914
"30451","US-Whs",31.7438,-110.0522,"2011-09-26 16:00:00","OSH","Arid",28.77,425.6,18.167,3.235,2.292,380.38,0.03,0.39821267,0,1,1,1,0.0128225044292678
"12055","US-Wkg",31.7365,-109.9419,"2009-03-18 12:00:00","GRA","Arid",22.66,982,8.855,2.508,2.776,383.845,0.12,0.2,0,1,1,0,0.0229122804189013
"955127","AU-Cum",-33.6152,150.7236,"2014-11-03 13:00:00","EBF","Temperate",23.25,1050,33,1.9115,1.68,390.6,0.09,1.6730951,0,1,1,0,0.223804949865255
"129191","US-SRM",31.8214,-110.8661,"2010-08-05 10:00:00","WSA","Arid",31.37,808,31.619,3.139,2.003,368.225,0.0501999999999999,0.63768691,0,1,1,1,0.077492503248337
"330398","US-AR1",36.4267,-99.42,"2010-08-12 13:00:00","GRA","Temperate",36.89,901.47,40.11,3.754,3.492,359.911,0.1752,1.1955317,0,1,1,1,0.07483385587105
"130430","US-SRM",31.8214,-110.8661,"2011-07-14 16:30:00","WSA","Arid",32.521,565,11.842,4.318,5.626,381.875,0.0603,0.35115972,0,1,1,1,0.051079496938791
"230529","US-Me1",44.5794,-121.5,"2004-06-20 13:30:00","ENF","Temperate",25.506,573.383,16.596,2.718,2.555,379.941,0.10149,0.94945163,0,1,1,1,0.0659021841656476
"927986","AU-DaS",-14.1593,131.3881,"2009-05-19 11:30:00","SAV","Tropical",29.67,699,44,2.3321,1.69,367.6,0.03,1.0487639,0,1,1,0,0.0495046856517132
"175665","US-Oho",41.5545,-83.8438,"2011-09-06 15:30:00","DBF","Continental",17.33,225.17,68.211,0.629,2.811,364.991,0.18537,4.811161,0,1,1,0,0.582701957142743
"549284","ES-LJu",36.9266,-2.7521,"2012-05-16 14:00:00","OSH","Arid",22.027,871.993,31.9424,1.8028,2.762,384.935,0.13907,0.51410037,0,1,1,1,0.0458241772318038
"319096","US-ARb",35.5497,-98.0402,"2005-10-19 16:00:00","GRA","Temperate",28.55,252.6,49.22,1.991,5.286,353.785,0.23805,0.77055627,0,1,1,0,0.0426321497600092
"127695","US-SRM",31.8214,-110.8661,"2010-04-20 11:30:00","WSA","Arid",22.96,1029,30.732,1.941,4.749,393.418,0.0272,0.35156778,0,1,1,0,0.0242692697899391
"372575","NL-Loo",52.1666,5.7436,"2014-06-12 17:30:00","ENF","Temperate",21.55,405.8,52.72,1.2165,2.35,383.72,0.067,2.1579452,0,1,1,0,0.169920323404641
"416370","IT-Ren",46.5869,11.4337,"2010-07-08 08:30:00","ENF","Continental",13.16,626.86,79.981,0.3031,1.588,372.881,0.136,3.958627,0,1,1,1,0.605212899828384
"613429","DE-Kli",50.8931,13.5224,"2014-10-10 08:00:00","CRO","Continental",14.67,290.8,85.67,0.2393,2.36,413.26,0.3688,1.3675193,0,1,1,0,0.587034337488134
"60902","US-Var",38.4133,-120.9508,"2011-12-09 14:30:00","GRA","Temperate",15.377,275.72,37.871,1.086,1.12,399.048,0.12281,0.99746555,0,1,1,0,0.034807203554654
"532061","FI-Hyy",61.8474,24.2948,"2008-06-08 17:00:00","ENF","Continental",21.85,335.657,44.08,1.4654,4.93,378.93,0.20859,4.3005266,0,1,1,1,0.104102047278707
"946670","AU-DaP",-14.0633,131.3181,"2008-12-04 11:30:00","GRA","Tropical",32.08,559,57,2.0543,1.25,378.4,0.131,0.98314869,0,1,1,0,0.0685469500264629
"750541","CA-Qfo",49.6925,-74.3421,"2009-06-16 10:00:00","ENF","Continental",21.05,804,44.23,1.397,3.964,381.061,0.149,1.2172545,0,1,1,1,0.168200767218448
"968231","AU-ASM",-22.283,133.249,"2011-07-28 10:00:00","SAV","Arid",18.44,598,26,1.5706,3.81,378.6,0.04,0.30000001,0,1,1,0,0.0142539693482806
"703336","CA-TP3",42.7068,-80.3483,"2008-07-18 13:00:00","ENF","Continental",27.93,597.48,57.86,1.587,3.795,377.071,0.066,4.4006481,0,1,1,1,0.127159211908468
"887037","AU-Gin",-31.3764,115.7138,"2013-07-23 11:00:00","WSA","Temperate",19.51,336,37,1.4294,5.04,377.9,0.03,0.65003783,0,1,1,0,0.127333880442232
"431851","IT-Noe",40.6062,8.1517,"2006-05-16 09:30:00","CSH","Temperate",21.98,741.76,57.2,1.1305,1.68,371.637,0.18925,1.8205112,0,1,1,1,0.142100645056102
"185796","US-NR1",40.0329,-105.5464,"2010-09-04 11:00:00","ENF","Continental",15.81,353.59,24.92,1.349,3.67,385.05,0.051,2.4593103,0,1,1,0,0.0797423133139133
"677335","CH-Cha",47.2102,8.4104,"2010-01-23 15:00:00","GRA","Continental",1.703,225.27,74.715,0.1747,1.175,406.586,0.58344,0.2,0,1,1,0,0.602051986830842
"122065","US-SRM",31.8214,-110.8661,"2006-11-09 09:30:00","WSA","Arid",22.2,534.4,20.783,2.12,5.265,373.181,0.0266999999999999,0.30000001,0,1,1,0,0.0195643249727898
"112477","US-Syv",46.242,-89.3477,"2003-08-19 08:30:00","MF","Continental",23.99,400.659,67.729,0.967,2.778,366.473,0.11601,4.615664,0,1,1,1,0.324358572544971
"344624","RU-Fyo",56.4615,32.9221,"2009-05-29 11:00:00","ENF","Continental",18.27,774.83,52.4033,0.9995,2.819,382.089,0.3757,2.8218439,0,1,1,0,0.432988968087846
"923025","AU-Dry",-15.2588,132.3706,"2014-09-24 10:30:00","SAV","Tropical",29.71,852,40,2.5044,2.14,386.4,0.036,0.95726472,0,1,1,0,0.0900017942790395
"504795","IT-CA3",42.38,12.0222,"2013-05-04 11:30:00","DBF","Temperate",24.17,894,43.8471,1.6932,1.192,377.011,0.17632,3.5454385,0,1,1,1,0.394660472839576
"838436","AU-Stp",-17.1507,133.3502,"2014-03-25 08:30:00","GRA","Arid",25.02,441,50,1.5862,4.96,389.7,0.107,0.84826207,0,1,1,1,0.128799781713411
"505915","IT-CA3",42.38,12.0222,"2013-09-03 11:00:00","DBF","Temperate",28.052,816,28.5122,2.7112,2.207,375.294,0.10806,0.69224411,0,1,1,0,0.0939010142881781
"706119","CA-TP3",42.7068,-80.3483,"2010-04-01 09:00:00","ENF","Continental",14.64,518.96,45.99,0.9,3.147,407.514,0.107,1.2328169,0,1,1,0,0.220458686473215
"342805","RU-Ha1",54.7252,90.0022,"2004-08-11 09:30:00","GRA","Arid",17.11,565.3,48.61,1.0031,2.695,365.1,0.325,0.85210621,0,1,1,1,0.170756584302639
"229873","US-Me2",44.4523,-121.5574,"2014-06-28 16:30:00","ENF","Temperate",14.483,516.831,50.763,0.816,3.961,392.907,0.128,1.8722508,0,1,1,1,0.260795819809159
"354588","NL-Loo",52.1666,5.7436,"2005-07-11 18:30:00","ENF","Temperate",20.44,150,80.1,0.4783,3.772,358.87,0.061,2.7769423,0,1,1,0,0.161000469265527
"965845","AU-ASM",-22.283,133.249,"2010-12-24 10:30:00","SAV","Arid",30.31,1023,25,3.2402,4.358,378.1,0.057,0.54854405,0,1,1,1,0.0708532800202814
"794374","AU-Wom",-37.4222,144.0944,"2013-11-02 11:30:00","EBF","Temperate",19.84,1030,40,1.3895,3.29,353.6,0.2,3.4059792,0,1,1,0,0.226344679237885
"577949","DE-Tha",50.9626,13.5651,"2009-04-12 15:30:00","ENF","Continental",18.137,470.317,31.5633,1.4251,3.461,389.129,0.2,2.241323,0,1,1,0,0.216365589780428
"125462","US-SRM",31.8214,-110.8661,"2009-05-05 16:00:00","WSA","Arid",30.18,481.4,11.452,3.797,2.859,384.102,0.0165,0.30000001,0,1,1,0,0.016332932966314
"9959","US-Wkg",31.7365,-109.9419,"2007-08-19 10:30:00","GRA","Arid",25.82,553.962,61.398,1.284,2.97,335.411,0.05,0.98052394,0,1,1,1,0.0699394142349368
"402459","IT-Ro2",42.3903,11.9209,"2004-06-30 13:00:00","DBF","Temperate",29.63,857,49.72,2.0891,2.524,366.248,0.282,2.0353835,0,1,1,1,0.529777071338024
"223131","US-Me2",44.4523,-121.5574,"2008-07-31 17:30:00","ENF","Temperate",20.9,251.5,23.7,1.884,5.58,374.1,0.109,2.2633138,0,1,1,1,0.0520203991035211
"209947","US-Me5",44.4372,-121.5668,"2001-07-27 07:00:00","ENF","Temperate",17.43,367.4,32.64,1.348,0.928,355.28,0.07747,1.5894506,0,1,1,1,0.0839246275294889
"942071","AU-DaS",-14.1593,131.3881,"2014-03-04 10:00:00","SAV","Tropical",29.28,569,67,1.3438,1.17,388.4,0.088,1.7775233,0,1,1,1,0.304632715349684
"782258","BE-Lon",50.5516,4.7462,"2005-06-28 12:00:00","CRO","Temperate",26.2,788,50,1.7012,3.364,379.924,0.129,1.8766891,0,1,1,1,0.424856676383635
"185125","US-NR1",40.0329,-105.5464,"2010-06-26 06:00:00","ENF","Continental",12.55,223.34,46.56,0.777,7.63,391.59,0.144,2.0857534,0,1,1,1,0.227318003100556
"635324","DE-Gri",50.95,13.5126,"2014-10-11 10:00:00","GRA","Continental",17.34,309.05,80.22,0.3917,1.16,411.85,0.4109,4.124114,0,1,1,0,0.899996150947593
"507170","IT-CA2",42.3772,12.026,"2012-07-13 09:00:00","CRO","Temperate",27.07,668.5,62.43,1.3454,3.481,375.078,0.173,0.77792633,0,1,1,1,0.090167328712469
"157786","US-SRC",31.9083,-110.8395,"2010-05-22 13:30:00","OSH","Arid",31.1,1030,11.52,3.999,4.6,382,0.0528,0.30000001,0,1,1,0,0.0108355725712738
"243974","US-KS2",28.6086,-80.6715,"2006-04-16 16:00:00","CSH","Temperate",29.89,476.4,34.08,2.779,3.269,377.515,0.05,2.9222395,0,1,1,0,0.108261016703782
"724984","CA-TP1",42.6609,-80.5595,"2011-06-19 11:30:00","ENF","Continental",24.32,1029.08,35.32,1.967,1.447,375.705,0.072,2.0495059,0,1,1,1,0.0187009168929025
"875527","AU-How",-12.4943,131.1523,"2014-10-11 14:30:00","WSA","Tropical",32.67,852,23,3.8031,3.72,339.5,0.065,1.5344834,0,1,1,0,0.040279630714453
"912370","AU-Dry",-15.2588,132.3706,"2011-07-04 12:30:00","SAV","Tropical",26.71,805,39,2.1387,2.74,380,0.04,1.2809331,0,1,1,0,0.185741641905529
"335245","SN-Dhr",15.4028,-15.4322,"2012-06-29 12:00:00","SAV","Arid",30.753,880.706,53.8479,2.045,3.809,-9999,0.0841399999999999,0.21456766,0,1,1,0,0.151110350478495
"787080","AU-Ync",-34.9893,146.2907,"2013-04-16 15:00:00","GRA","Arid",21.35,397,32,1.7283,1.43,359.6,0.07,0.2,0,1,1,0,0.0094645753440669
"483803","IT-Cpz",41.7052,12.3761,"2002-04-24 14:30:00","EBF","Temperate",16.147,466.3,40.91,1.0849,3.204,378.926,0.1528,3.1292036,0,1,1,0,0.184663804868575
"557277","ES-Amo",36.8336,-2.2523,"2010-12-27 15:00:00","OSH","Arid",13.711,399.88,58.3613,0.6534,2.319,401.651,0.35077,0.30000001,0,1,1,0,0.0606615333815488
"13468","US-Wkg",31.7365,-109.9419,"2009-08-10 10:30:00","GRA","Arid",27.49,914,32.215,2.487,2.28,379.226,0.09,0.32703191,0,1,1,1,0.0147057019232655
"142620","US-SRG",31.7894,-110.8277,"2010-04-05 15:30:00","GRA","Arid",23.13,667.479,11.694,2.5,5.345,378.45,0.0358,0.30000001,0,1,1,1,0.043642437976474
"504706","IT-CA3",42.38,12.0222,"2013-04-23 10:30:00","DBF","Temperate",15.443,551.2,49.5406,0.8856,1.782,383.88,0.15283,3.4891515,0,1,1,0,0.201369543503621
"402618","IT-Ro2",42.3903,11.9209,"2004-07-11 17:00:00","DBF","Temperate",24.886,329.1,61.9485,1.6203,2.823,368.19,0.273,1.9643271,0,1,1,1,0.15161427580335
"20548","US-Wkg",31.7365,-109.9419,"2012-10-18 14:00:00","GRA","Arid",24.39,665.8,26.998,2.23,5.43,388.445,0.06,0.37384278,0,1,1,0,0.0117066270110798
"663755","CH-Fru",47.1158,8.5378,"2012-05-11 13:00:00","GRA","Arctic",23.726,951.28,41.603,1.7145,1.579,378.222,0.41982,3.1916833,0,1,1,1,0.456988646395114
"986839","AT-Neu",47.1167,11.3175,"2011-09-16 11:30:00","GRA","Continental",21.91,705.27,59.76,1.0584,0.88,389.743,0.24,2.7642314,0,1,1,0,0.320498865543104
"506085","IT-CA3",42.38,12.0222,"2013-09-19 11:00:00","DBF","Temperate",25.043,791,48.0571,1.6501,0.333,373.774,0.13867,0.61526698,0,1,1,0,0.0560408143363687
"539534","ES-LJu",36.9266,-2.7521,"2008-06-27 18:30:00","OSH","Arid",24.137,252.715,50.5105,1.4893,2.064,373.649,0.15238,0.68910223,0,1,1,1,0.0320561955331248
"26405","US-Whs",31.7438,-110.0522,"2009-07-20 12:30:00","OSH","Arid",32.85,906,19.164,4.034,4.136,383.049,0.04,0.33634642,0,1,1,1,0.0337611346429714
"409444","IT-Ro2",42.3903,11.9209,"2008-10-19 12:00:00","DBF","Temperate",23.83,304.8,57.1874,1.2649,1.403,384.322,0.137,1.3345647,0,1,1,0,0.0762290642351821
"208698","US-Me5",44.4372,-121.5668,"2001-04-17 10:00:00","ENF","Temperate",8.77,661.4,38.39,0.695,2.778,368.7,0.1641,1.1249866,0,1,1,0,0.148212708605453
"263385","US-Goo",34.2547,-89.8735,"2005-10-22 11:00:00","GRA","Temperate",18.4,735,51.9,1.022,3.21,-9999,0.36,1.9464259,0,1,1,0,0.121201902993643
"230268","US-Me2",44.4523,-121.5574,"2014-09-27 16:00:00","ENF","Temperate",14.477,232.57,47.31,0.872,4.254,394.3,0.122,2.4279075,0,1,1,0,0.0629952122856492
"658253","CH-Fru",47.1158,8.5378,"2008-04-13 15:00:00","GRA","Arctic",11.525,709,41.294,0.7982,1.77,355.795,0.5063,1.4198434,0,1,1,0,0.397407101959753
"892093","AU-Gin",-31.3764,115.7138,"2014-12-13 12:30:00","WSA","Temperate",23.35,1137,46,1.5499,5.88,370.6,0.035,1.2853936,0,1,1,1,0.0938530945118837
"541136","ES-LJu",36.9266,-2.7521,"2009-05-16 08:30:00","OSH","Arid",13.282,479.488,39.2841,0.9266,2.515,374.021,0.14657,0.59410006,0,1,1,1,0.0993692868887729
"662540","CH-Fru",47.1158,8.5378,"2011-07-06 17:00:00","GRA","Arctic",20.966,382.89,56.808,1.0722,2.882,362.869,0.30322,3.657486,0,1,1,0,0.250295188588777
"239807","US-KS2",28.6086,-80.6715,"2005-01-02 12:00:00","CSH","Temperate",23.34,606.4,55.43,1.278,2.901,373.058,0.057,1.436406,0,1,1,0,0.329731787026995
"33315","US-Whs",31.7438,-110.0522,"2014-03-27 12:00:00","OSH","Arid",17.78,990,22.319,1.581,5.949,393.471,0.01,0.2,0,1,1,0,0.019624105784384
"790563","AU-Wom",-37.4222,144.0944,"2011-06-29 12:00:00","EBF","Temperate",10.12,503,76,0.2972,3.26,362.4,0.25,4.9601579,0,1,1,0,1.03255692022257
"281063","US-Blo",38.8953,-120.6328,"2001-05-24 13:00:00","ENF","Temperate",24.987,988.874,27.103,2.234,2.829,364.984,0.19509,1.752884,0,1,1,0,0.173928511724841
"987590","AT-Neu",47.1167,11.3175,"2012-06-28 08:00:00","GRA","Continental",20.694,535.195,63.068,0.9016,0.432,388.63,0.25535,2.0089335,0,1,1,0,0.337713295198409
"558808","ES-Amo",36.8336,-2.2523,"2012-02-13 15:30:00","OSH","Arid",10.544,476.84,22.8136,0.9833,4.518,381.445,0.25109,0.50000006,0,1,1,1,0.0805315466069707
"554972","ES-LgS",37.0979,-2.9658,"2007-09-16 08:30:00","OSH","Arid",11.31,412.693,85.71,0.1915,2.86,345.67,0.06213,1.5415224,0,1,1,0,0.167025955174055
"397607","IT-SRo",43.7279,10.2844,"2007-09-13 16:00:00","ENF","Temperate",25.65,348.4,39.3728,1.9967,2.443,385.559,0.09619,3.9284532,0,1,1,0,0.0410593301466183
"553639","ES-LgS",37.0979,-2.9658,"2007-05-11 18:30:00","OSH","Arid",13.32,211.952,25.31,1.1427,1.7,371.69,0.16193,1.4181645,0,1,1,1,0.0925544074822123
"396916","IT-SRo",43.7279,10.2844,"2007-07-25 12:30:00","ENF","Temperate",26.14,942.4,64.1536,1.2153,2.047,376.776,0.0755199999999999,3.1561708,0,1,1,0,0.155298152913373
"872942","AU-How",-12.4943,131.1523,"2014-04-24 14:00:00","WSA","Tropical",31.57,583,47,2.4601,1.9,355.3,0.153,1.8336511,0,1,1,0,0.257445601142841
"8260","US-Wkg",31.7365,-109.9419,"2006-10-14 11:30:00","GRA","Arid",16.29,327.2,69.613,0.563,7.587,366.941,0.03,0.5,0,1,1,1,0.0525950744969675
"971626","AU-ASM",-22.283,133.249,"2014-04-13 12:30:00","SAV","Arid",22.91,960,40,1.677,3.35,384.7,0.084,0.48029771,0,1,1,1,0.0856314084295776
"915053","AU-Dry",-15.2588,132.3706,"2012-06-09 13:00:00","SAV","Tropical",24.24,801,29,2.1499,2.95,378.4,0.04,1.29326,0,1,1,0,0.163686712818453
"712780","CA-TP3",42.7068,-80.3483,"2014-04-27 12:30:00","ENF","Continental",8.06,941.2,59.98,0.432,2.077,412.799,0.114,1.2542963,0,1,1,0,0.396917203886724
"296033","US-Blo",38.8953,-120.6328,"2006-04-29 15:00:00","ENF","Temperate",19.069,659.1,62.333,0.992,1.49,376.504,0.27235,1.1682022,0,1,1,0,0.138401894446485
"950945","AU-DaP",-14.0633,131.3181,"2012-05-04 16:00:00","GRA","Tropical",29.96,563,48,2.2019,4.66,366.2,0.16,1.6716266,0,1,1,0,0.1446913422801
"544828","ES-LJu",36.9266,-2.7521,"2010-10-20 11:30:00","OSH","Arid",14.201,566.956,26.1103,1.197,1.945,373.925,0.12785,0.32336742,0,1,1,0,0.0276719276184429
"686372","CA-TP4",42.7102,-80.3574,"2006-07-09 10:00:00","ENF","Continental",23.85,516,67.03,0.975,2.884,375.491,0.069,4.834651,0,1,1,1,0.264158362019297
"710602","CA-TP3",42.7068,-80.3483,"2012-05-22 17:30:00","ENF","Continental",22.31,271.18,62.19,1.019,2.181,392.374,0.069,2.6682427,0,1,1,0,0.0781918711919182
"193226","US-Ne3",41.1797,-96.4397,"2004-08-28 12:00:00","CRO","Continental",21.61,487.3,64.2,0.92,3.88,339.9,0.27,2.1626048,0,1,1,1,1.45615848482687
"833730","AU-Stp",-17.1507,133.3502,"2011-07-31 13:30:00","GRA","Arid",29.5,864,18,3.3816,3.63,376.6,0.0409999999999999,0.60000002,0,1,1,0,0.033979691122938
"61628","US-Var",38.4133,-120.9508,"2012-04-27 10:00:00","GRA","Temperate",14.59,894.94,63.923,0.6,2.103,391.904,0.21539,2.6641622,0,1,1,1,1.1392230277898
"909386","AU-Dry",-15.2588,132.3706,"2009-12-14 12:00:00","SAV","Tropical",32.91,713,53,2.3529,2.03,365.9,0.15,1.0162313,0,1,1,0,0.157237768289836
"760064","CA-Gro",48.2167,-82.1556,"2013-10-09 14:00:00","MF","Continental",20.446,273.669,47.101,1.271,5.467,395.011,0.41115,1.1094741,0,1,1,0,0.145045992380467
"955914","AU-Cpr",-34.0021,140.5891,"2012-03-08 11:30:00","SAV","Arid",25.35,927,33,2.1676,1.72,382.6,0.04,0.63126773,0,1,1,1,0.0448132366526948
"524692","FR-Gri",48.8442,1.9519,"2011-07-28 10:00:00","CRO","Temperate",17.25,231.6,75.1,0.4903,2.151,346.825,0.28667,1.1813765,0,1,1,1,0.362785732149133
"119920","US-SRM",31.8214,-110.8661,"2005-08-04 15:30:00","WSA","Arid",31.04,678,32.107,3.058,1.786,367.958,0.067,0.43199021,0,1,1,1,0.048330166530929
"852900","AU-How",-12.4943,131.1523,"2007-05-07 12:00:00","WSA","Tropical",29.36,890,39,2.4954,2.79,337.9,0.088,1.8155657,0,1,1,1,0.254406584122805
"760810","BR-Sa3",-3.018,-54.9714,"2001-08-13 12:30:00","EBF","Tropical",30.77,958.08,48.479,2.295,3.18,376.21,0.29,5.9623899,0,1,1,0,0.540000197070893
"266661","US-GLE",41.3665,-106.2399,"2005-06-17 17:00:00","ENF","Continental",16.76,353.6,27.39,1.391,3.34,378.02,0.408,0.57634419,0,1,1,0,0.112675073546495
"614392","DE-Hai",51.0792,10.4522,"2001-08-16 12:30:00","DBF","Continental",26.67,781.01,41.35,2.0515,3.77,358.79,0.2277,4.622788,0,1,1,1,0.312055177966745
"309519","US-ARM",36.6058,-97.4888,"2009-05-12 13:00:00","CRO","Temperate",17.37,258,89,0.22,7.49,381.207,0.34145,1.3887825,0,1,1,1,0.595514638808909
"957881","AU-Cpr",-34.0021,140.5891,"2012-08-11 11:30:00","SAV","Arid",14.13,312,54,0.7418,3.39,385.2,0.04,0.5090304,0,1,1,0,0.0650438423413025
"45377","US-Var",38.4133,-120.9508,"2001-05-13 12:30:00","GRA","Temperate",21.79,623.3,46.37,1.4,1.745,361.293,0.06902,1.8689224,0,1,1,0,0.0653641442837927
"476348","IT-Lav",45.9562,11.2813,"2012-09-18 16:00:00","ENF","Temperate",15.53,322.614,76.795,0.4096,0.943,391.804,0.354,0.9477672,0,1,1,0,0.151419241488713
"733715","CA-SF2",54.2539,-105.8775,"2003-04-24 16:00:00","ENF","Continental",19,471.5,46.7,1.176,4.06,385.623,0.17,0.72489989,0,1,1,0,0.0648710784028648
"589082","DE-Tha",50.9626,13.5651,"2014-10-30 09:30:00","ENF","Continental",7.04,61.42,84.27,0.1581,2.32,414.14,0.32394,1.7606181,0,1,1,0,0.360559933971307
"20185","US-Wkg",31.7365,-109.9419,"2012-09-22 09:30:00","GRA","Arid",26.13,628.5,18.097,2.774,6.294,386.536,0.11,0.6663717,0,1,1,1,0.0980937374925468
"221173","US-Me2",44.4523,-121.5574,"2007-08-08 09:00:00","ENF","Temperate",16.3,716.2,57.3,0.791,1.88,364.6,0.094,1.9427778,0,1,1,0,0.198865864271825
"493828","IT-Cpz",41.7052,12.3761,"2007-11-28 12:00:00","EBF","Temperate",15.6,167.6,54.8,0.8013,0.713,398.444,0.1771,2.0551815,0,1,1,0,0.191544731914279
"830722","AU-Stp",-17.1507,133.3502,"2010-04-04 17:30:00","GRA","Arid",31.75,224,53,2.2039,4.17,382.3,0.17,1.0348493,0,1,1,1,0.0804463650707551
"838767","AU-Stp",-17.1507,133.3502,"2014-04-16 08:30:00","GRA","Arid",25.47,409,35,2.118,5.95,373.7,0.062,0.94463515,0,1,1,1,0.0987540614885815
"575423","DE-Tha",50.9626,13.5651,"2007-08-02 13:00:00","ENF","Continental",21.24,514.764,48.9666,1.2884,3.239,373.153,0.12367,3.6486788,0,1,1,1,0.320825110918459
"930239","AU-DaS",-14.1593,131.3881,"2010-03-18 14:30:00","SAV","Tropical",34.14,918,30,3.7535,2.84,346.4,0.038,1.724654,0,1,1,0,0.143302063220932
"328024","US-AR1",36.4267,-99.42,"2009-09-28 07:30:00","GRA","Temperate",11.46,198.13,63.22,0.5,2.874,368.098,0.19221,0.78960699,0,1,1,0,0.0980998087964599
"901254","AU-Emr",-23.8587,148.4746,"2012-03-31 10:00:00","GRA","Arid",26.3,802,47,1.8139,3.22,382,0.121,1.1072652,0,1,1,0,0.0496341468100518
"168263","US-Oho",41.5545,-83.8438,"2004-07-02 09:30:00","DBF","Continental",11.159,658.335,55.25,0.594,2.184,336.504,0.17186,4.6328201,0,1,1,1,1.37225881519518
"536854","ES-LJu",36.9266,-2.7521,"2007-06-07 08:30:00","OSH","Arid",16.43,378.94,39.34,1.134,1.888,366.732,0.16971,0.64289266,0,1,1,1,0.0806050540779608
"474322","IT-Lav",45.9562,11.2813,"2011-05-17 06:00:00","ENF","Temperate",7.346,210.178,56.476,0.4467,0.204,383.414,0.34733,2.9885027,0,1,1,0,0.129666876677957
"666749","CH-Dav",46.8153,9.8559,"2007-10-16 13:00:00","ENF","Arctic",13.733,594.063,26.8333,1.1499,4.246,355.674,0.27727,1.252135,0,1,1,0,0.438898503271974
"366161","NL-Loo",52.1666,5.7436,"2011-04-11 14:30:00","ENF","Temperate",20.97,571.4,43.51,1.4027,3.51,391.46,0.065,2.0490506,0,1,1,0,0.147678399716995
"609757","DE-Kli",50.8931,13.5224,"2011-04-23 10:00:00","CRO","Continental",18.71,737.33,37.72,1.3444,4.21,386.68,0.335,1.5903411,0,1,1,0,0.325052525144789
"854895","AU-How",-12.4943,131.1523,"2007-09-13 15:30:00","WSA","Tropical",31.17,638,32,3.0854,2.88,354.3,0.066,1.3441279,0,1,1,0,0.0887023223841271
"407","ZM-Mon",-15.4391,23.2525,"2007-10-22 09:00:00","DBF","Tropical",28.17,698.973,34.9933,2.4823,4.429,383.61,0.00423,1.6731836,0,1,1,1,0.0867453422038964
"77505","US-Ton",38.4309,-120.966,"2004-05-22 11:00:00","WSA","Temperate",18.54,979.125,53.12,1.001,2.257,370.13,0.068,1.2712669,0,1,1,1,0.109222419677845
"614307","DE-Hai",51.0792,10.4522,"2001-08-01 15:00:00","DBF","Continental",20.89,594.33,45.78,1.3397,1.76,355.14,0.2601,3.3709149,0,1,1,1,0.338759580712919
