,Unnamed: 0,Site,Lat,Lon,Datetime,PFT,Climate,Tair,SW,RH,VPD,WS,Ca,SWC,LAI,flag_rain,flag_daytime,flag_GS,flag_peak,Gs
1706,447849,IT-MBo,46.0147,11.0458,2005-10-30 12:30:00,GRA,Continental,12.609,523.13,49.227,0.7415,2.166,381.397,0.51838,0.65443927,0,1,1,0,0.131843672554301
3742,342440,RU-Ha1,54.7252,90.0022,2004-06-21 12:30:00,GRA,Arid,26.19,755.0,43.31,1.9276,0.91,373.42,0.372,1.6076988,0,1,1,1,0.101879665330093
3470,847836,AU-RDF,-14.5636,132.4776,2012-03-28 11:00:00,WSA,Tropical,29.54,836.0,64.0,1.488,5.41,362.8,0.03,1.3901907,0,1,1,1,0.242316193415478
1280,657491,CH-Fru,47.1158,8.5378,2007-07-28 10:30:00,GRA,Arctic,19.111,720.63,76.002,0.5311,1.585,341.571,0.31996,4.0552287,0,1,1,0,0.422227753335563
861,500713,IT-Col,41.8494,13.5881,2013-09-21 13:00:00,DBF,Temperate,15.695,204.658,66.9942,0.5887,2.254,284.4,0.21743,3.2640061,0,1,1,0,0.219904173537429
4145,724707,CA-TP1,42.6609,-80.5595,2011-05-31 12:30:00,ENF,Continental,28.25,1107.08,62.96,1.421,2.027,398.432,0.095,1.3009254,0,1,1,0,0.0770914847946897
1801,605411,DE-Lkb,49.0996,13.3047,2011-08-29 11:30:00,ENF,Continental,13.24,592.53,68.51,0.4792,1.17,359.51,0.33,1.4126532,0,1,1,1,0.0819507507339196
1628,738294,CA-SF1,54.485,-105.8176,2004-04-11 10:00:00,ENF,Continental,2.2,581.9,35.2,0.466,3.25,378.821,0.18,0.89885062,0,1,1,0,0.0930807251353294
1993,934451,AU-DaS,-14.1593,131.3881,2011-05-20 16:30:00,SAV,Tropical,30.95,327.0,33.0,3.0023,2.42,379.8,0.034,1.0262849,0,1,1,0,0.108914210313165
2639,223131,US-Me2,44.4523,-121.5574,2008-07-31 17:30:00,ENF,Temperate,20.9,251.5,23.7,1.884,5.58,374.1,0.109,2.2633138,0,1,1,1,0.0520203991035211
269,938678,AU-DaS,-14.1593,131.3881,2013-05-10 08:30:00,SAV,Tropical,23.83,190.0,80.0,0.5909,1.15,361.1,0.035,1.0333784,0,1,1,0,0.175148097657064
629,426571,IT-Noe,40.6062,8.1517,2004-08-06 16:30:00,CSH,Temperate,25.67,401.02,73.8,0.8639,1.766,372.986,0.15845,1.6674066,0,1,1,0,0.0357562710754308
3081,411769,IT-Ren,46.5869,11.4337,2002-03-14 11:30:00,ENF,Continental,5.657,686.02,58.121,0.3825,2.242,354.16,0.46641,0.88622141,0,1,1,0,0.11780021871226
2334,932633,AU-DaS,-14.1593,131.3881,2010-08-30 17:30:00,SAV,Tropical,32.28,199.0,13.0,4.2036,1.89,374.6,0.0289999999999999,0.93083733,0,1,1,0,0.0548214270149285
2966,809047,AU-Tum,-35.6566,148.1517,2002-03-01 16:00:00,EBF,Temperate,12.58,456.0,64.0,0.5247,3.27,331.5,0.21,4.391439,0,1,1,1,0.167129059124862
300,695533,CA-TP4,42.7102,-80.3574,2011-06-11 14:00:00,ENF,Continental,22.89,596.7,82.1,0.5,2.845,401.678,0.089,5.0677299,0,1,1,1,0.57553279567876
459,379074,IT-Tor,45.8444,7.5781,2011-04-20 15:30:00,GRA,Continental,6.46,564.6,56.48,0.4202,3.798,393.744,0.34117,0.58327049,0,1,1,0,0.16386864440557
1447,920958,AU-Dry,-15.2588,132.3706,2014-05-29 13:00:00,SAV,Tropical,31.27,848.0,32.0,3.103,2.28,384.5,0.0409999999999999,1.2080491,0,1,1,0,0.0943906341790801
1472,100801,US-Ton,38.4309,-120.966,2011-09-06 09:30:00,WSA,Temperate,27.09,694.035,27.12,2.612,1.153,390.868,0.08201,1.1038135,0,1,1,0,0.0405179284445236
2046,683834,CA-TP4,42.7102,-80.3574,2004-08-08 16:30:00,ENF,Continental,24.53,467.542,62.07,1.169,3.126,357.726,0.0992,4.2194705,0,1,1,0,0.223207277561463
4228,884909,AU-Gin,-31.3764,115.7138,2012-12-25 10:30:00,WSA,Temperate,38.94,1015.0,23.0,5.3674,0.94,380.1,0.03,1.1581665,0,1,1,0,0.0202508928555593
3764,671008,CH-Dav,46.8153,9.8559,2010-07-04 12:30:00,ENF,Arctic,19.8,958.63,53.1,1.0835,5.281,377.501,0.21667,2.5777221,0,1,1,0,0.578546486015103
2113,294210,US-Blo,38.8953,-120.6328,2005-06-05 11:00:00,ENF,Temperate,12.004,1058.67,59.333,0.69,3.141,369.652,0.21203,1.8429537,0,1,1,0,0.345146665325687
27,589077,DE-Tha,50.9626,13.5651,2014-10-29 12:00:00,ENF,Continental,7.69,426.44,66.4,0.353,3.62,417.44,0.291,1.752018,0,1,1,0,0.176047458845624
3839,644830,DE-Geb,51.0997,10.9146,2010-06-14 07:30:00,CRO,Continental,13.36,261.94,74.63,0.3891,1.57,391.19,0.16962,2.9219992,0,1,1,1,0.469194076486768
4522,864896,AU-How,-12.4943,131.1523,2011-10-16 10:30:00,WSA,Tropical,31.17,876.0,52.0,2.178,1.68,359.7,0.062,1.8026279,0,1,1,0,0.184322643325833
837,28653,US-Whs,31.7438,-110.0522,2010-05-26 07:30:00,OSH,Arid,20.65,492.3,11.496,2.154,1.73,396.806,0.0,0.28989613,0,1,1,0,0.0215621545632532
3826,956890,AU-Cpr,-34.0021,140.5891,2012-05-14 10:30:00,SAV,Arid,15.5,566.0,50.0,0.8808,3.4,376.4,0.026,0.64568645,0,1,1,1,0.063754496207697
2008,850405,AU-Lox,-34.4704,140.6551,2009-06-07 15:00:00,DBF,Arid,16.09,185.0,66.0,0.622,3.44,365.0,0.055,0.40535736,0,1,1,0,0.294075833621777
4907,31967,US-Whs,31.7438,-110.0522,2013-07-23 14:30:00,OSH,Arid,29.82,853.0,34.619,2.746,5.296,389.145,0.07,0.49773461,0,1,1,1,0.0713764993453031
503,111243,US-Syv,46.242,-89.3477,2002-08-10 12:30:00,MF,Continental,22.991,450.303,61.219,1.094,4.497,339.131,0.197,3.8143761,0,1,1,1,0.323406469576536
3206,457775,IT-MBo,46.0147,11.0458,2011-08-21 13:00:00,GRA,Continental,22.189,820.73,70.273,0.7953,1.764,385.278,0.40128,2.4028761,0,1,1,1,0.33994018101421
4304,297266,US-Blo,38.8953,-120.6328,2006-09-16 08:30:00,ENF,Temperate,12.011,558.48,37.377,0.921,1.838,370.489,0.08993,2.4216835,0,1,1,0,0.412111189220464
380,361175,NL-Loo,52.1666,5.7436,2009-01-26 12:00:00,ENF,Temperate,3.922,245.2,66.59,0.2703,2.579,401.96,0.098,1.0120214,0,1,1,0,0.256226131976374
1851,764940,BE-Vie,50.3049,5.9981,2001-07-06 12:00:00,MF,Temperate,25.89,852.0,48.511,1.72,1.926,369.586,0.23,4.2301946,0,1,1,1,0.267941874039617
1525,160430,US-SRC,31.9083,-110.8395,2011-07-27 10:30:00,OSH,Arid,30.9,903.0,33.183,2.986,1.98,394.0,0.13,0.24017534,0,1,1,0,0.0515724250787404
2365,988323,AT-Neu,47.1167,11.3175,2012-09-21 13:00:00,GRA,Continental,19.682,663.058,41.981,1.3305,0.645,402.032,0.30044,2.7021813,0,1,1,0,0.233606155066314
4147,593785,DE-Obe,50.7867,13.7213,2011-09-11 13:30:00,ENF,Continental,25.14,562.79,56.28,1.3969,1.53,383.534,0.362,2.5056117,0,1,1,0,0.170183477669645
3052,982869,AT-Neu,47.1167,11.3175,2008-09-03 11:30:00,GRA,Continental,24.15,749.133,42.564,1.7298,0.745,376.287,0.24575,2.8008263,0,1,1,0,0.361409840747566
2884,388024,IT-SRo,43.7279,10.2844,2003-09-12 12:30:00,ENF,Temperate,24.79,756.095,44.65,1.732,3.219,379.7,0.12256,2.9163964,0,1,1,0,0.220838259017482
2340,402699,IT-Ro2,42.3903,11.9209,2004-07-15 17:00:00,DBF,Temperate,27.032,308.4,44.6106,2.1689,3.497,368.37,0.27,2.0651278,0,1,1,1,0.136958334319971
374,302479,US-ARM,36.6058,-97.4888,2004-07-04 12:30:00,CRO,Temperate,29.82,963.0,69.37,1.292,6.75,373.039,0.3462,1.2384106,0,1,1,1,0.429677600348594
3260,811730,AU-Tum,-35.6566,148.1517,2004-10-18 12:00:00,EBF,Temperate,10.16,346.0,54.0,0.5711,0.81,320.3,0.21,4.1635504,0,1,1,0,0.212184871283689
2381,986829,AT-Neu,47.1167,11.3175,2011-09-14 13:00:00,GRA,Continental,15.83,256.1,86.05,0.251,2.98,397.57,0.24,2.7331803,0,1,1,0,0.602302265049474
4309,55038,US-Var,38.4133,-120.9508,2008-03-31 11:00:00,GRA,Temperate,12.696,895.46,55.082,0.66,1.431,384.526,0.13964,1.595494,0,1,1,1,0.318055384080194
939,50031,US-Var,38.4133,-120.9508,2005-03-18 11:30:00,GRA,Temperate,14.886,328.19,51.91,0.815,1.692,386.156,0.1354,3.5649648,0,1,1,1,0.661591118854238
4198,774732,BE-Vie,50.3049,5.9981,2010-05-11 14:00:00,MF,Temperate,6.3,118.0,93.126,0.0656,2.966,415.307,0.356,2.098525,0,1,1,0,0.41376916235975
4165,494873,IT-Cpz,41.7052,12.3761,2008-07-28 10:00:00,EBF,Temperate,30.4,761.0,48.84,2.2216,1.385,409.249,0.1107,3.624022,0,1,1,1,0.061661642455684
2799,115715,US-Syv,46.242,-89.3477,2006-07-02 14:30:00,MF,Continental,25.311,798.262,34.283,2.129,4.197,368.312,0.206,4.7775326,0,1,1,1,0.204396298058824
2147,419674,IT-Ren,46.5869,11.4337,2012-06-01 16:30:00,ENF,Continental,17.3,533.42,38.6667,1.2116,2.607,386.251,0.20035,1.7944678,0,1,1,1,0.217427034841455
3817,881548,AU-Gin,-31.3764,115.7138,2012-01-03 15:30:00,WSA,Temperate,34.2,734.0,31.0,3.7123,6.41,378.7,0.03,1.2630069,0,1,1,0,0.0578513002944057
4540,288857,US-Blo,38.8953,-120.6328,2003-08-16 09:00:00,ENF,Temperate,23.437,742.3,21.784,2.167,2.311,371.235,0.09652,2.322382,0,1,1,1,0.257107568983847
4216,874779,AU-How,-12.4943,131.1523,2014-08-25 12:00:00,WSA,Tropical,29.48,911.0,25.0,3.0894,3.61,336.1,0.068,1.2167895,0,1,1,0,0.137853222560533
2068,604880,DE-Lkb,49.0996,13.3047,2010-10-10 11:00:00,ENF,Continental,7.07,491.639,47.03,0.5334,3.37,374.94,0.32,0.95330477,0,1,1,1,0.170223700682684
529,178716,US-Oho,41.5545,-83.8438,2013-08-25 15:30:00,DBF,Continental,29.667,570.658,45.688,2.261,2.538,378.112,0.17123,5.2548714,0,1,1,1,0.426193843205178
4604,453248,IT-MBo,46.0147,11.0458,2009-05-13 16:30:00,GRA,Continental,13.751,352.074,85.707,0.2249,0.868,390.72,0.43342,0.85809851,0,1,1,0,0.0453135072829965
636,445323,IT-MBo,46.0147,11.0458,2004-07-04 13:00:00,GRA,Continental,15.14,588.66,76.559,0.4035,0.916,331.483,0.51711,3.9360497,0,1,1,1,0.110502452429881
1269,635874,DE-Geb,51.0997,10.9146,2001-05-19 14:00:00,CRO,Continental,14.1,497.97,57.66,0.6815,4.88,358.055,0.21352,2.1895044,0,1,1,1,1.17382802137047
185,748662,CA-Qfo,49.6925,-74.3421,2007-09-09 15:00:00,ENF,Continental,11.06,252.6,64.5,0.47,2.33,368.832,0.168,1.03232,0,1,1,0,0.261615418699329
4349,9419,US-Wkg,31.7365,-109.9419,2007-06-16 17:00:00,GRA,Arid,31.96,422.1,9.391,4.3,8.207,377.914,0.02,0.21249999,0,1,1,0,0.0235986985633441
3179,180827,US-NR1,40.0329,-105.5464,2007-05-25 16:00:00,ENF,Continental,10.17,507.5,24.24,0.941,4.0,383.95,0.286,1.3619437,0,1,1,0,0.164951698012134
3454,983922,AT-Neu,47.1167,11.3175,2009-09-06 11:30:00,GRA,Continental,14.497,812.545,48.161,0.8561,3.134,411.54,0.29247,3.8908608,0,1,1,0,0.664341578021684
1797,260369,US-Goo,34.2547,-89.8735,2004-04-27 13:00:00,GRA,Temperate,22.1,941.0,29.9,1.872,3.79,-9999.0,0.3,1.8752005,0,1,1,0,0.237060398819449
2979,961639,AU-Cpr,-34.0021,140.5891,2013-06-19 13:00:00,SAV,Arid,15.8,514.0,49.0,0.9158,1.91,389.4,0.043,0.58068633,0,1,1,1,0.0748115405590704
1441,40912,US-WCr,45.8059,-90.0799,2011-07-03 09:30:00,DBF,Continental,21.841,806.837,57.654,1.114,1.892,384.623,0.31709,5.5519309,0,1,1,1,0.625027580220548
3427,111760,US-Syv,46.242,-89.3477,2003-06-14 12:30:00,MF,Continental,19.659,1150.88,48.632,1.181,2.746,367.879,0.221,4.6107879,0,1,1,1,0.4145196605092
4874,745726,CA-Qfo,49.6925,-74.3421,2006-05-02 07:30:00,ENF,Continental,12.82,511.1,25.71,1.104,1.529,388.435,0.20201,0.78069389,0,1,1,0,0.110872558155591
1535,511788,IT-BCi,40.5237,14.9574,2010-05-13 12:00:00,CRO,Temperate,20.27,963.0,72.4,0.6564,4.223,376.352,0.174,0.64358699,0,1,1,0,0.131627621677117
3443,616094,DE-Hai,51.0792,10.4522,2003-08-15 13:30:00,DBF,Continental,21.72,396.06,36.9,1.6405,4.79,366.19,0.1902,5.1233406,0,1,1,0,0.0931402347600653
1273,113673,US-Syv,46.242,-89.3477,2004-10-07 13:00:00,MF,Continental,19.438,561.834,34.161,1.493,5.59,375.878,0.16101,1.0139626,0,1,1,0,0.13570781192288
2467,542337,ES-LJu,36.9266,-2.7521,2009-11-17 12:30:00,OSH,Arid,17.939,528.871,20.4766,1.6355,4.35,362.059,0.17835,0.44109377,0,1,1,1,0.102618418490273
607,54065,US-Var,38.4133,-120.9508,2007-05-12 14:00:00,GRA,Temperate,22.051,863.38,29.762,1.863,2.19,369.901,0.06346,1.9363832,0,1,1,0,0.0826817046315734
3513,968688,AU-ASM,-22.283,133.249,2012-03-21 16:00:00,SAV,Arid,31.64,380.0,30.0,3.2621,4.45,360.1,0.046,0.41499406,0,1,1,1,0.0513073161964317
1712,743474,CA-Qfo,49.6925,-74.3421,2004-08-25 08:30:00,ENF,Continental,11.43,527.3,69.61,0.413,3.48,362.624,0.167,1.5477331,0,1,1,1,0.385229338784325
2199,646643,CN-HaM,37.37,101.18,2003-08-16 10:00:00,GRA,Continental,9.961,655.59,72.518,0.3367,0.899,361.716,0.45,0.88478404,0,1,1,1,0.0928329744728635
955,91355,US-Ton,38.4309,-120.966,2009-01-12 14:30:00,WSA,Temperate,16.5,335.924,53.355,0.876,3.545,380.518,0.154,0.6474095,0,1,1,0,0.0639325608937914
2579,831209,AU-Stp,-17.1507,133.3502,2010-12-15 11:00:00,GRA,Arid,35.37,1059.0,28.0,4.1329,2.36,378.9,0.112,0.21611115,0,1,1,0,0.0068062155681606
3897,103284,US-Ton,38.4309,-120.966,2012-06-17 15:30:00,WSA,Temperate,35.46,653.28,20.04,4.611,3.079,395.277,0.11701,1.262313,0,1,1,1,0.0417144773329058
4425,485349,IT-Cpz,41.7052,12.3761,2002-09-12 11:30:00,EBF,Temperate,21.91,762.0,47.12,1.3908,2.297,361.516,0.1375,4.0182428,0,1,1,1,0.392991328320502
3380,684721,CA-TP4,42.7102,-80.3574,2005-05-26 10:00:00,ENF,Continental,20.75,850.0,37.7,1.526,2.298,381.066,0.089,3.8092418,0,1,1,0,0.259493045250161
3685,680412,CA-TPD,42.6353,-80.5577,2013-07-16 13:30:00,DBF,Continental,30.02,871.868,68.72,1.329,2.997,379.529,0.092,3.6524138,0,1,1,1,0.7155508065533
403,866776,AU-How,-12.4943,131.1523,2012-07-01 11:30:00,WSA,Tropical,27.23,782.0,33.0,2.4218,3.56,386.5,0.069,1.3023963,0,1,1,0,0.144625671291891
2071,946020,AU-DaP,-14.0633,131.3181,2008-05-04 13:00:00,GRA,Tropical,31.9,864.0,27.0,3.4523,5.58,366.6,0.06,1.6049198,0,1,1,0,0.0501346852789834
4755,697229,CA-TP4,42.7102,-80.3574,2012-08-19 13:00:00,ENF,Continental,23.03,874.0,47.59,1.475,2.079,380.398,0.074,4.9575996,0,1,1,1,0.321528836237272
1977,843369,AU-Rig,-36.6499,145.5759,2011-06-25 09:30:00,GRA,Temperate,11.25,260.0,87.0,0.1736,1.94,360.8,0.351,0.82341534,0,1,1,0,0.44019900796206
158,427311,IT-Noe,40.6062,8.1517,2004-10-19 15:30:00,CSH,Temperate,23.75,198.34,82.3,0.5204,1.419,376.609,0.26661,1.2100788,0,1,1,0,0.0441237203721888
1748,444002,IT-Noe,40.6062,8.1517,2014-07-01 13:00:00,CSH,Temperate,25.55,943.37,69.2,1.0084,1.888,361.303,0.2234,1.8648883,0,1,1,0,0.0666123196291713
2909,391777,IT-SRo,43.7279,10.2844,2006-02-12 10:00:00,ENF,Temperate,5.79,459.2,47.2576,0.4862,1.373,418.864,0.18272,2.0008574,0,1,1,0,0.204567919838889
3534,634574,DE-Gri,50.95,13.5126,2014-06-08 17:00:00,GRA,Continental,30.99,368.02,27.63,3.2503,2.53,386.26,0.3519,5.7966433,0,1,1,0,0.109106691382145
902,770204,BE-Vie,50.3049,5.9981,2005-06-27 11:00:00,MF,Temperate,22.9,825.0,59.858,1.1213,1.205,378.671,0.228,2.3224366,0,1,1,1,0.373761413973389
352,656238,CH-Fru,47.1158,8.5378,2006-09-12 14:00:00,GRA,Arctic,20.277,689.01,58.796,0.9804,1.658,331.436,0.37837,3.5962441,0,1,1,0,0.643346233571527
1230,601765,DE-Lnf,51.3282,10.3678,2010-05-23 08:00:00,DBF,Continental,12.82,539.67,84.8,0.2251,2.2,405.48,0.4084,4.5790129,0,1,1,0,0.615285748712803
4670,297163,US-Blo,38.8953,-120.6328,2006-09-07 13:30:00,ENF,Temperate,26.409,772.044,20.301,2.741,2.11,376.967,0.08836,2.3050258,0,1,1,0,0.110907202668149
2140,458165,IT-MBo,46.0147,11.0458,2011-09-30 14:00:00,GRA,Continental,15.525,576.71,64.29,0.6301,1.594,401.015,0.37132,1.8383477,0,1,1,1,0.255246056545076
444,518416,FR-LBr,44.7171,-0.7693,2006-10-09 14:00:00,ENF,Temperate,22.56,520.49,56.2,1.1985,1.478,371.518,0.38047,1.4522855,0,1,1,0,0.306465372767435
4948,462318,IT-Lav,45.9562,11.2813,2005-04-28 15:30:00,ENF,Temperate,11.26,396.386,79.517,0.2736,0.982,378.815,0.36633,1.8626723,0,1,1,0,0.61068812578453
754,143655,US-SRG,31.7894,-110.8277,2010-07-06 09:30:00,GRA,Arid,27.91,807.826,27.474,2.727,1.893,397.106,0.0279,0.38201296,0,1,1,0,0.0087690652897399
1737,113770,US-Syv,46.242,-89.3477,2005-04-13 16:00:00,MF,Continental,12.694,420.392,16.168,1.236,3.381,383.72,0.253,0.82582742,0,1,1,0,0.0710573352227519
2971,369677,NL-Loo,52.1666,5.7436,2012-10-11 10:30:00,ENF,Temperate,10.95,445.4,68.08,0.4178,2.773,403.7,0.069,1.9853599,0,1,1,0,0.468789639628597
4979,927786,AU-DaS,-14.1593,131.3881,2009-05-03 16:00:00,SAV,Tropical,31.4,530.0,25.0,3.4478,3.52,371.8,0.031,1.0847374,0,1,1,0,0.11675966570207
2920,59348,US-Var,38.4133,-120.9508,2011-03-13 12:30:00,GRA,Temperate,17.524,239.36,46.645,1.069,2.813,371.024,0.27867,1.4932306,0,1,1,1,0.291353018504894
311,351828,NL-Loo,52.1666,5.7436,2003-10-17 14:30:00,ENF,Temperate,11.05,355.8,49.45,0.666,4.13,370.43,0.0844699999999999,1.5790933,0,1,1,0,0.246947814072777
548,202270,US-MMS,39.3232,-86.4131,2005-06-25 15:00:00,DBF,Continental,32.12,691.94,50.892,2.362,1.19,380.0,0.32,4.1209865,0,1,1,1,0.429654295183089
4052,826089,AU-Tum,-35.6566,148.1517,2013-11-08 12:00:00,EBF,Temperate,21.88,619.0,32.0,1.7853,5.68,364.633,0.26,4.5513363,0,1,1,0,0.265584931208932
4761,845917,AU-Rig,-36.6499,145.5759,2014-05-16 11:00:00,GRA,Temperate,17.92,569.0,57.0,0.8833,4.32,367.6,0.242,4.084609,0,1,1,1,0.889448535717216
1989,624172,DE-Gri,50.95,13.5126,2008-02-08 13:30:00,GRA,Continental,6.645,138.2,58.0025,0.4107,1.634,392.095,0.5023,2.1833773,0,1,1,0,0.271188036272333
306,354045,NL-Loo,52.1666,5.7436,2005-05-26 15:00:00,ENF,Temperate,28.68,565.3,30.67,2.7269,4.535,366.61,0.064,1.6387259,0,1,1,1,0.157185929707731
2335,645128,DE-Geb,51.0997,10.9146,2010-06-29 11:30:00,CRO,Continental,27.38,801.02,40.76,2.1602,0.91,367.244,0.14925,3.6059828,0,1,1,1,0.249899880740005
694,620677,DE-Hai,51.0792,10.4522,2008-05-29 13:30:00,DBF,Continental,22.55,740.55,64.79,0.9629,4.73,355.83,0.3157,5.0311537,0,1,1,0,0.44947185573296
2356,79880,US-Ton,38.4309,-120.966,2005-07-01 16:30:00,WSA,Temperate,35.93,451.491,23.13,4.549,2.821,370.249,0.114,1.1,0,1,1,0,0.0354453845920761
1927,924875,AU-DaS,-14.1593,131.3881,2008-05-12 08:30:00,SAV,Tropical,21.01,396.0,61.0,0.9708,2.19,379.5,0.031,0.99965143,0,1,1,0,0.0871162583245791
684,698352,CA-TP4,42.7102,-80.3574,2013-07-02 09:30:00,ENF,Continental,18.68,537.6,77.7,0.481,2.235,379.743,0.106,4.7222099,0,1,1,1,0.464642467665379
749,364162,NL-Loo,52.1666,5.7436,2010-06-17 17:00:00,ENF,Temperate,22.64,415.6,43.3,1.559,3.291,371.3,0.049,2.4441783,0,1,1,0,0.151544628930747
4008,85864,US-Ton,38.4309,-120.966,2007-04-02 09:30:00,WSA,Temperate,14.69,664.612,63.43,0.611,2.309,388.996,0.27701,2.3,0,1,1,1,0.676928492873343
1266,522779,FR-Gri,48.8442,1.9519,2006-11-07 10:00:00,CRO,Temperate,4.502,154.8,94.9,0.043,2.627,378.582,0.22235,0.63299835,0,1,1,0,0.188278559062966
3285,638411,DE-Geb,51.0997,10.9146,2004-04-15 15:30:00,CRO,Continental,18.64,484.49,31.06,1.4816,4.88,373.96,0.2343,1.5602795,0,1,1,1,0.176888612467109
3529,690653,CA-TP4,42.7102,-80.3574,2008-11-04 11:30:00,ENF,Continental,15.41,570.2,77.5,0.394,2.537,410.105,0.122,1.257893,0,1,1,0,0.608430314214886
4423,82829,US-Ton,38.4309,-120.966,2006-05-26 15:00:00,WSA,Temperate,19.9,656.858,40.96,1.372,2.312,379.505,0.20201,1.6207632,0,1,1,1,0.243259051272554
3984,459653,IT-MBo,46.0147,11.0458,2012-08-11 07:00:00,GRA,Continental,13.264,268.58,69.936,0.4583,0.478,387.214,0.44015,1.8518966,0,1,1,1,0.352549692158614
3083,890780,AU-Gin,-31.3764,115.7138,2014-09-15 13:00:00,WSA,Temperate,22.84,525.0,49.0,1.4194,2.15,375.3,0.0559999999999999,0.96510869,0,1,1,0,0.106338662613861
3061,323319,US-AR2,36.6358,-99.5975,2010-06-08 10:30:00,GRA,Temperate,31.56,870.24,54.14,2.137,8.01,363.532,0.0605,1.0467292,0,1,1,1,0.0725877899561437
3025,767309,BE-Vie,50.3049,5.9981,2003-04-09 15:30:00,MF,Temperate,4.54,527.0,25.0,0.6337,2.2,383.969,0.287,1.5365803,0,1,1,0,0.0778832233810152
970,965765,AU-ASM,-22.283,133.249,2010-12-20 15:00:00,SAV,Arid,29.74,879.0,26.0,3.0942,4.13,383.7,0.107,0.54894286,0,1,1,1,0.138941111046409
13,374758,IT-Tor,45.8444,7.5781,2008-06-20 07:30:00,GRA,Continental,13.21,459.373,52.6,0.72,0.397,388.847,0.20032,1.971357,0,1,1,1,0.520127384326567
873,698762,CA-TP4,42.7102,-80.3574,2013-10-21 09:30:00,ENF,Continental,13.35,217.1,73.9,0.4,4.024,401.191,0.12,1.7437381,0,1,1,0,0.570053672984735
808,847998,AU-RDF,-14.5636,132.4776,2012-11-25 15:00:00,WSA,Tropical,37.67,522.0,18.0,5.3374,3.37,375.2,0.06,0.58637923,0,1,1,0,0.0190339667236261
3198,73830,US-Ton,38.4309,-120.966,2003-02-09 14:00:00,WSA,Temperate,13.53,512.524,33.22,1.035,2.558,382.738,0.347,0.86639959,0,1,1,0,0.143133957838674
514,292244,US-Blo,38.8953,-120.6328,2004-08-10 12:30:00,ENF,Temperate,29.365,931.164,14.089,3.518,2.601,376.255,0.0874,2.1422551,0,1,1,0,0.0878205784830669
4472,792654,AU-Wom,-37.4222,144.0944,2012-10-24 11:30:00,EBF,Temperate,15.87,593.0,41.0,1.0642,4.35,373.8,0.209,3.7506454,0,1,1,1,0.433408795146057
409,842527,AU-Rig,-36.6499,145.5759,2011-03-21 10:00:00,GRA,Temperate,24.72,238.0,51.0,1.5269,3.64,344.2,0.173,0.83419096,0,1,1,1,0.131032644933064
3408,981611,AT-Neu,47.1167,11.3175,2007-09-12 14:00:00,GRA,Continental,16.277,661.152,47.996,0.9627,3.823,398.167,0.46899,2.1850019,0,1,1,0,0.545676530663982
4342,580598,DE-Tha,50.9626,13.5651,2010-07-11 14:00:00,ENF,Continental,30.776,808.744,27.12,3.2334,2.922,384.216,0.132,4.9661694,0,1,1,1,0.144362180324036
207,545961,ES-LJu,36.9266,-2.7521,2011-04-17 10:00:00,OSH,Arid,9.638,580.512,36.2939,0.7637,2.079,369.254,0.19059,0.47846833,0,1,1,1,0.076942370283604
3691,111695,US-Syv,46.242,-89.3477,2003-06-05 15:00:00,MF,Continental,19.699,593.835,24.952,1.729,3.227,366.349,0.22401,3.991879,0,1,1,1,0.229631165408625
458,666430,CH-Dav,46.8153,9.8559,2007-09-08 11:00:00,ENF,Arctic,10.067,630.533,52.2333,0.5894,3.864,361.987,0.29074,2.0343451,0,1,1,0,0.740181361575371
3471,798428,AU-Whr,-36.6732,145.0294,2012-04-08 12:30:00,EBF,Temperate,16.37,421.0,44.0,1.0429,2.06,363.1,0.149,1.0470518,0,1,1,0,0.279925208160011
2430,874701,AU-How,-12.4943,131.1523,2014-08-20 13:30:00,WSA,Tropical,28.66,859.0,28.0,2.8286,2.54,341.2,0.067,1.1214628,0,1,1,0,0.108647878810816
3657,143283,US-SRG,31.7894,-110.8277,2010-05-20 09:00:00,GRA,Arid,24.6,765.218,19.662,2.485,1.895,391.863,0.0352,0.39959863,0,1,1,0,0.0123934878278921
110,829000,AU-TTE,-22.287,133.64,2014-03-04 12:30:00,GRA,Arid,28.48,1052.0,38.0,2.4105,3.65,379.2,0.03,0.73685646,0,1,1,1,0.094943897694213
4589,580030,DE-Tha,50.9626,13.5651,2010-05-13 13:30:00,ENF,Continental,8.836,127.838,75.1567,0.2822,2.704,391.207,0.27133,1.7481116,0,1,1,0,0.225213329573189
4044,449760,IT-MBo,46.0147,11.0458,2006-10-19 12:30:00,GRA,Continental,6.888,239.87,89.428,0.1051,0.674,368.512,0.55264,0.9835428,0,1,1,0,0.074958690482604
1883,261913,US-Goo,34.2547,-89.8735,2004-12-14 14:00:00,GRA,Temperate,3.4,428.0,46.7,0.418,2.9,-9999.0,0.33,0.96720201,0,1,1,0,0.0968128581606666
1713,813759,AU-Tum,-35.6566,148.1517,2006-03-02 17:00:00,EBF,Temperate,22.0,228.0,39.0,1.6132,2.69,342.9,0.12,5.0147834,0,1,1,0,0.0759528160952674
3958,112632,US-Syv,46.242,-89.3477,2003-09-03 14:30:00,MF,Continental,15.098,475.579,57.309,0.736,5.113,366.283,0.11601,5.1534896,0,1,1,0,0.387652192904988
3399,426187,IT-Noe,40.6062,8.1517,2004-07-16 12:00:00,CSH,Temperate,27.76,964.75,49.2,1.894,1.849,347.158,0.16187,1.6258392,0,1,1,0,0.0506585281249676
